Year,Std Dev (BMI),CV (Spread),REL VOL,Estimation note: There were wild swings in the relative volatility numbers in 2020 and 2021. Rather than compute one ratio for the entire five-year period. I have broken down the relative volatilties by year and used the average across the five years. You can see why many analysts ignore the relative volatility number entirely in computing country risk premiums.
2020-07-10 00:00:00,3.53,,,
2020-07-13 00:00:00,3.52,,,
2020-07-14 00:00:00,3.52,,,
2020-07-15 00:00:00,3.51,,,
2020-07-16 00:00:00,3.5,,,
2020-07-17 00:00:00,3.47,,,
2020-07-20 00:00:00,3.45,,,
2020-07-21 00:00:00,3.4,,,
2020-07-22 00:00:00,3.35,,,
2020-07-23 00:00:00,3.34,,,
2020-07-24 00:00:00,3.35,,,
2020-07-27 00:00:00,3.33,,,
2020-07-28 00:00:00,3.32,,,
2020-07-29 00:00:00,3.3,,,
2020-07-30 00:00:00,3.28,,,
2020-07-31 00:00:00,3.25,,,
2020-08-03 00:00:00,3.24,,,
2020-08-04 00:00:00,3.2,,,
2020-08-05 00:00:00,3.17,,,
2020-08-06 00:00:00,3.14,,,
2020-08-07 00:00:00,3.13,,,
2020-08-10 00:00:00,3.13,,,
2020-08-11 00:00:00,3.12,,,
2020-08-12 00:00:00,3.13,,,
2020-08-13 00:00:00,3.14,,,
2020-08-14 00:00:00,3.16,,,
2020-08-17 00:00:00,3.16,,,
2020-08-18 00:00:00,3.16,,,
2020-08-19 00:00:00,3.15,,,
2020-08-20 00:00:00,3.16,,,
2020-08-21 00:00:00,3.15,,,
2020-08-24 00:00:00,3.14,,,
2020-08-25 00:00:00,3.16,,,
2020-08-26 00:00:00,3.16,,,
2020-08-27 00:00:00,3.16,,,
2020-08-28 00:00:00,3.17,,,
2020-08-31 00:00:00,3.13,,,
2020-09-01 00:00:00,3.11,,,
2020-09-02 00:00:00,3.07,,,
2020-09-03 00:00:00,3.07,,,
2020-09-04 00:00:00,3.09,,,
2020-09-07 00:00:00,3.09,,,
2020-09-08 00:00:00,3.11,,,
2020-09-09 00:00:00,3.1,,,
2020-09-10 00:00:00,3.09,,,
2020-09-11 00:00:00,3.1,,,
2020-09-14 00:00:00,3.09,,,
2020-09-15 00:00:00,3.09,,,
2020-09-16 00:00:00,3.11,,,
2020-09-17 00:00:00,3.13,,,
2020-09-18 00:00:00,3.13,,,
2020-09-21 00:00:00,3.18,,,
2020-09-22 00:00:00,3.19,,,
2020-09-23 00:00:00,3.23,,,
2020-09-24 00:00:00,3.25,,,
2020-09-25 00:00:00,3.25,,,
2020-09-28 00:00:00,3.25,,,
2020-09-29 00:00:00,3.26,,,
2020-09-30 00:00:00,3.19,,,
2020-10-01 00:00:00,3.2,,,
2020-10-02 00:00:00,3.2,,,
2020-10-05 00:00:00,3.19,,,
2020-10-06 00:00:00,3.17,,,
2020-10-07 00:00:00,3.16,,,
2020-10-08 00:00:00,3.14,,,
2020-10-09 00:00:00,3.11,,,
2020-10-12 00:00:00,3.11,,,
2020-10-13 00:00:00,3.09,,,
2020-10-14 00:00:00,3.09,,,
2020-10-15 00:00:00,3.1,,,
2020-10-16 00:00:00,3.09,,,
2020-10-19 00:00:00,3.1,,,
2020-10-20 00:00:00,3.11,,,
2020-10-21 00:00:00,3.13,,,
2020-10-22 00:00:00,3.14,,,
2020-10-23 00:00:00,3.14,,,
2020-10-26 00:00:00,3.13,,,
2020-10-27 00:00:00,3.12,,,
2020-10-28 00:00:00,3.13,,,
2020-10-29 00:00:00,3.16,,,
2020-10-30 00:00:00,3.19,,,
2020-10-31 00:00:00,3.2,,,
2020-11-02 00:00:00,3.2,,,
2020-11-03 00:00:00,3.19,,,
2020-11-04 00:00:00,3.12,,,
2020-11-05 00:00:00,3.06,,,
2020-11-06 00:00:00,3.07,,,
2020-11-09 00:00:00,3.03,,,
2020-11-10 00:00:00,3.05,,,
2020-11-11 00:00:00,3.04,,,
2020-11-12 00:00:00,3.03,,,
2020-11-13 00:00:00,3.02,,,
2020-11-16 00:00:00,3.01,,,
2020-11-17 00:00:00,3.02,,,
2020-11-18 00:00:00,3.01,,,
2020-11-19 00:00:00,3.01,,,
2020-11-20 00:00:00,3,,,
2020-11-23 00:00:00,2.99,,,
2020-11-24 00:00:00,2.99,,,
2020-11-25 00:00:00,2.98,,,
2020-11-26 00:00:00,2.98,,,
2020-11-27 00:00:00,2.96,,,
2020-11-30 00:00:00,2.92,,,
2020-12-01 00:00:00,2.92,,,
2020-12-02 00:00:00,2.92,,,
2020-12-03 00:00:00,2.9,,,
2020-12-04 00:00:00,2.89,,,
2020-12-07 00:00:00,2.88,,,
2020-12-08 00:00:00,2.87,,,
2020-12-09 00:00:00,2.88,,,
2020-12-10 00:00:00,2.86,,,
2020-12-11 00:00:00,2.84,,,
2020-12-14 00:00:00,2.82,,,
2020-12-15 00:00:00,2.81,,,
2020-12-16 00:00:00,2.8,,,
2020-12-17 00:00:00,2.79,,,
2020-12-18 00:00:00,2.79,,,
2020-12-21 00:00:00,2.8,,,
2020-12-22 00:00:00,2.79,,,
2020-12-23 00:00:00,2.8,,,
2020-12-24 00:00:00,2.8,,,
2020-12-25 00:00:00,2.8,,,
2020-12-28 00:00:00,2.79,,,
2020-12-29 00:00:00,2.77,,,
2020-12-30 00:00:00,2.77,,,
2020-12-31 00:00:00,2.79,,,
2021-01-01 00:00:00,2.79,,,
2021-01-04 00:00:00,2.78,,,
2021-01-05 00:00:00,2.79,,,
2021-01-06 00:00:00,2.83,,,
2021-01-07 00:00:00,2.85,,,
2021-01-08 00:00:00,2.87,,,
2021-01-11 00:00:00,2.89,,,
2021-01-12 00:00:00,2.94,,,
2021-01-13 00:00:00,2.93,,,
2021-01-14 00:00:00,2.92,,,
2021-01-15 00:00:00,2.93,,,
2021-01-18 00:00:00,2.92,,,
2021-01-19 00:00:00,2.91,,,
2021-01-20 00:00:00,2.89,,,
2021-01-21 00:00:00,2.87,,,
2021-01-22 00:00:00,2.86,,,
2021-01-25 00:00:00,2.84,,,
2021-01-26 00:00:00,2.82,,,
2021-01-27 00:00:00,2.83,,,
2021-01-28 00:00:00,2.83,,,
2021-01-29 00:00:00,2.84,,,
2021-01-31 00:00:00,2.85,,,
2021-02-01 00:00:00,2.83,,,
2021-02-02 00:00:00,2.82,,,
2021-02-03 00:00:00,2.82,,,
2021-02-04 00:00:00,2.81,,,
2021-02-05 00:00:00,2.8,,,
2021-02-08 00:00:00,2.83,,,
2021-02-09 00:00:00,2.82,,,
2021-02-10 00:00:00,2.81,,,
2021-02-11 00:00:00,2.79,,,
2021-02-12 00:00:00,2.8,,,
2021-02-15 00:00:00,2.79,,,
2021-02-16 00:00:00,2.83,,,
2021-02-17 00:00:00,2.85,,,
2021-02-18 00:00:00,2.82,,,
2021-02-19 00:00:00,2.83,,,
2021-02-22 00:00:00,2.88,,,
2021-02-23 00:00:00,2.87,,,
2021-02-24 00:00:00,2.88,,,
2021-02-25 00:00:00,2.93,,,
2021-02-26 00:00:00,2.96,,,
2021-02-28 00:00:00,2.94,,,
2021-03-01 00:00:00,2.92,,,
2021-03-02 00:00:00,2.92,,,
2021-03-03 00:00:00,2.94,,,
2021-03-04 00:00:00,2.96,,,
2021-03-05 00:00:00,3.02,,,
2021-03-08 00:00:00,3.08,,,
2021-03-09 00:00:00,3.09,,,
2021-03-10 00:00:00,3.07,,,
2021-03-11 00:00:00,3.03,,,
2021-03-12 00:00:00,3.07,,,
2021-03-15 00:00:00,3.07,,,
2021-03-16 00:00:00,3.05,,,
2021-03-17 00:00:00,3.06,,,
2021-03-18 00:00:00,3.08,,,
2021-03-19 00:00:00,3.06,,,
2021-03-22 00:00:00,3.05,,,
2021-03-23 00:00:00,3.04,,,
2021-03-24 00:00:00,3.04,,,
2021-03-25 00:00:00,3.06,,,
2021-03-26 00:00:00,3.07,,,
2021-03-29 00:00:00,3.07,,,
2021-03-30 00:00:00,3.11,,,
2021-03-31 00:00:00,3.09,,,
2021-04-01 00:00:00,3.07,,,
2021-04-02 00:00:00,3.07,,,
2021-04-05 00:00:00,3.08,,,
2021-04-06 00:00:00,3.05,,,
2021-04-07 00:00:00,3.03,,,
2021-04-08 00:00:00,3.03,,,
2021-04-09 00:00:00,3.04,,,
2021-04-12 00:00:00,3.04,,,
2021-04-13 00:00:00,3.06,,,
2021-04-14 00:00:00,3.06,,,
2021-04-15 00:00:00,3.05,,,
2021-04-16 00:00:00,3.04,,,
2021-04-19 00:00:00,3.03,,,
2021-04-20 00:00:00,3.04,,,
2021-04-21 00:00:00,3.03,,,
2021-04-22 00:00:00,3.02,,,
2021-04-23 00:00:00,3.02,,,
2021-04-26 00:00:00,3.03,,,
2021-04-27 00:00:00,3.04,,,
2021-04-28 00:00:00,3.05,,,
2021-04-29 00:00:00,3.05,,,
2021-04-30 00:00:00,3.06,,,
2021-05-03 00:00:00,3.05,,,
2021-05-04 00:00:00,3.04,,,
2021-05-05 00:00:00,3.03,,,
2021-05-06 00:00:00,3.01,,,
2021-05-07 00:00:00,2.99,,,
2021-05-10 00:00:00,2.98,,,
2021-05-11 00:00:00,3,,,
2021-05-12 00:00:00,3.02,,,
2021-05-13 00:00:00,3.04,,,
2021-05-14 00:00:00,3.01,,,
2021-05-17 00:00:00,3,,,
2021-05-18 00:00:00,3,,,
2021-05-19 00:00:00,3.02,,,
2021-05-20 00:00:00,3.01,,,
2021-05-21 00:00:00,3,,,
2021-05-24 00:00:00,2.99,,,
2021-05-25 00:00:00,2.96,,,
2021-05-26 00:00:00,2.94,,,
2021-05-27 00:00:00,2.95,,,
2021-05-28 00:00:00,2.94,,,
2021-05-31 00:00:00,2.97,,,
2021-06-01 00:00:00,2.97,,,
2021-06-02 00:00:00,2.96,,,
2021-06-03 00:00:00,2.97,,,
2021-06-04 00:00:00,2.97,,,
2021-06-07 00:00:00,2.95,,,
2021-06-08 00:00:00,2.92,,,
2021-06-09 00:00:00,2.9,,,
2021-06-10 00:00:00,2.89,,,
2021-06-11 00:00:00,2.87,,,
2021-06-14 00:00:00,2.88,,,
2021-06-15 00:00:00,2.89,,,
2021-06-16 00:00:00,2.9,,,
2021-06-17 00:00:00,2.91,,,
2021-06-18 00:00:00,2.89,,,
2021-06-21 00:00:00,2.89,,,
2021-06-22 00:00:00,2.91,,,
2021-06-23 00:00:00,2.9,,,
2021-06-24 00:00:00,2.9,,,
2021-06-25 00:00:00,2.9,,,
2021-06-28 00:00:00,2.9,,,
2021-06-29 00:00:00,2.9,,,
2021-06-30 00:00:00,2.89,,,
2021-07-01 00:00:00,2.9,,,
2021-07-02 00:00:00,2.89,,,
2021-07-05 00:00:00,2.89,,,
2021-07-06 00:00:00,2.87,,,
2021-07-07 00:00:00,2.85,,,
2021-07-08 00:00:00,2.84,,,
2021-07-09 00:00:00,2.86,,,
2021-07-12 00:00:00,2.86,,,
2021-07-13 00:00:00,2.88,,,
2021-07-14 00:00:00,2.87,,,
2021-07-15 00:00:00,2.84,,,
2021-07-16 00:00:00,2.85,,,
2021-07-19 00:00:00,2.83,,,
2021-07-20 00:00:00,2.82,,,
2021-07-21 00:00:00,2.82,,,
2021-07-22 00:00:00,2.82,,,
2021-07-23 00:00:00,2.82,,,
2021-07-26 00:00:00,2.81,,,
2021-07-27 00:00:00,2.82,,,
2021-07-28 00:00:00,2.83,,,
2021-07-29 00:00:00,2.82,,,
2021-07-30 00:00:00,2.82,,,
2021-07-31 00:00:00,2.84,,,
2021-08-02 00:00:00,2.82,,,
2021-08-03 00:00:00,2.82,,,
2021-08-04 00:00:00,2.81,,,
2021-08-05 00:00:00,2.82,,,
2021-08-06 00:00:00,2.84,,,
2021-08-09 00:00:00,2.86,,,
2021-08-10 00:00:00,2.87,,,
2021-08-11 00:00:00,2.87,,,
2021-08-12 00:00:00,2.86,,,
2021-08-13 00:00:00,2.86,,,
2021-08-16 00:00:00,2.84,,,
2021-08-17 00:00:00,2.83,,,
2021-08-18 00:00:00,2.83,,,
2021-08-19 00:00:00,2.82,,,
2021-08-20 00:00:00,2.82,,,
2021-08-23 00:00:00,2.82,,,
2021-08-24 00:00:00,2.8,,,
2021-08-25 00:00:00,2.81,,,
2021-08-26 00:00:00,2.8,,,
2021-08-27 00:00:00,2.79,,,
2021-08-30 00:00:00,2.76,,,
2021-08-31 00:00:00,2.75,,,
2021-09-01 00:00:00,2.76,,,
2021-09-02 00:00:00,2.75,,,
2021-09-03 00:00:00,2.74,,,
2021-09-06 00:00:00,2.74,,,
2021-09-07 00:00:00,2.74,,,
2021-09-08 00:00:00,2.73,,,
2021-09-09 00:00:00,2.73,,,
2021-09-10 00:00:00,2.73,,,
2021-09-13 00:00:00,2.72,,,
2021-09-14 00:00:00,2.71,,,
2021-09-15 00:00:00,2.7,,,
2021-09-16 00:00:00,2.72,,,
2021-09-17 00:00:00,2.74,,,
2021-09-20 00:00:00,2.77,,,
2021-09-21 00:00:00,2.77,,,
2021-09-22 00:00:00,2.77,,,
2021-09-23 00:00:00,2.8,,,
2021-09-24 00:00:00,2.84,,,
2021-09-27 00:00:00,2.87,,,
2021-09-28 00:00:00,2.92,,,
2021-09-29 00:00:00,2.93,,,
2021-09-30 00:00:00,2.96,,,
2021-10-01 00:00:00,2.96,,,
2021-10-04 00:00:00,2.96,,,
2021-10-05 00:00:00,2.99,,,
2021-10-06 00:00:00,3.02,,,
2021-10-07 00:00:00,3.03,,,
2021-10-08 00:00:00,3.06,,,
2021-10-11 00:00:00,3.06,,,
2021-10-12 00:00:00,3.1,,,
2021-10-13 00:00:00,3.09,,,
2021-10-14 00:00:00,3.07,,,
2021-10-15 00:00:00,3.08,,,
2021-10-18 00:00:00,3.11,,,
2021-10-19 00:00:00,3.09,,,
2021-10-20 00:00:00,3.08,,,
2021-10-21 00:00:00,3.1,,,
2021-10-22 00:00:00,3.12,,,
2021-10-25 00:00:00,3.11,,,
2021-10-26 00:00:00,3.09,,,
2021-10-27 00:00:00,3.07,,,
2021-10-28 00:00:00,3.06,,,
2021-10-29 00:00:00,3.08,,,
2021-10-31 00:00:00,3.09,,,
2021-11-01 00:00:00,3.11,,,
2021-11-02 00:00:00,3.1,,,
2021-11-03 00:00:00,3.09,,,
2021-11-04 00:00:00,3.08,,,
2021-11-05 00:00:00,3.06,,,
2021-11-08 00:00:00,3.06,,,
2021-11-09 00:00:00,3.06,,,
2021-11-10 00:00:00,3.09,,,
2021-11-11 00:00:00,3.09,,,
2021-11-12 00:00:00,3.13,,,
2021-11-15 00:00:00,3.11,,,
2021-11-16 00:00:00,3.14,,,
2021-11-17 00:00:00,3.13,,,
2021-11-18 00:00:00,3.11,,,
2021-11-19 00:00:00,3.09,,,
2021-11-22 00:00:00,3.1,,,
2021-11-23 00:00:00,3.16,,,
2021-11-24 00:00:00,3.17,,,
2021-11-25 00:00:00,3.17,,,
2021-11-26 00:00:00,3.14,,,
2021-11-29 00:00:00,3.16,,,
2021-11-30 00:00:00,3.13,,,
2021-12-01 00:00:00,3.16,,,
2021-12-02 00:00:00,3.14,,,
2021-12-03 00:00:00,3.14,,,
2021-12-06 00:00:00,3.13,,,
2021-12-07 00:00:00,3.12,,,
2021-12-08 00:00:00,3.13,,,
2021-12-09 00:00:00,3.13,,,
2021-12-10 00:00:00,3.14,,,
2021-12-13 00:00:00,3.13,,,
2021-12-14 00:00:00,3.11,,,
2021-12-15 00:00:00,3.07,,,
2021-12-16 00:00:00,3.06,,,
2021-12-17 00:00:00,3.06,,,
2021-12-20 00:00:00,3.06,,,
2021-12-21 00:00:00,3.08,,,
2021-12-22 00:00:00,3.09,,,
2021-12-23 00:00:00,3.1,,,
2021-12-24 00:00:00,3.1,,,
2021-12-27 00:00:00,3.1,,,
2021-12-28 00:00:00,3.1,,,
2021-12-29 00:00:00,3.1,,,
2021-12-30 00:00:00,3.11,,,
2021-12-31 00:00:00,3.1,,,
2022-01-03 00:00:00,3.11,,,
2022-01-04 00:00:00,3.15,,,
2022-01-05 00:00:00,3.16,,,
2022-01-06 00:00:00,3.22,,,
2022-01-07 00:00:00,3.24,,,
2022-01-10 00:00:00,3.28,,,
2022-01-11 00:00:00,3.27,,,
2022-01-12 00:00:00,3.27,,,
2022-01-13 00:00:00,3.29,,,
2022-01-14 00:00:00,3.32,,,
2022-01-17 00:00:00,3.32,,,
2022-01-18 00:00:00,3.44,,,
2022-01-19 00:00:00,3.45,,,
2022-01-20 00:00:00,3.43,,,
2022-01-21 00:00:00,3.4,,,
2022-01-24 00:00:00,3.41,,,
2022-01-25 00:00:00,3.42,,,
2022-01-26 00:00:00,3.42,,,
2022-01-27 00:00:00,3.47,,,
2022-01-28 00:00:00,3.48,,,
2022-01-31 00:00:00,3.48,,,
2022-02-01 00:00:00,3.47,,,
2022-02-02 00:00:00,3.45,,,
2022-02-03 00:00:00,3.46,,,
2022-02-04 00:00:00,3.53,,,
2022-02-07 00:00:00,3.57,,,
2022-02-08 00:00:00,3.61,,,
2022-02-09 00:00:00,3.6,,,
2022-02-10 00:00:00,3.63,,,
2022-02-11 00:00:00,3.7,,,
2022-02-14 00:00:00,3.73,,,
2022-02-15 00:00:00,3.76,,,
2022-02-16 00:00:00,3.75,,,
2022-02-17 00:00:00,3.74,,,
2022-02-18 00:00:00,3.74,,,
2022-02-21 00:00:00,3.74,,,
2022-02-22 00:00:00,3.77,,,
2022-02-23 00:00:00,3.9,,,
2022-02-24 00:00:00,4.04,,,
2022-02-25 00:00:00,4.08,,,
2022-02-28 00:00:00,4.17,,,
2022-03-01 00:00:00,4.16,,,
2022-03-02 00:00:00,4.18,,,
2022-03-03 00:00:00,4.22,,,
2022-03-04 00:00:00,4.26,,,
2022-03-07 00:00:00,4.29,,,
2022-03-08 00:00:00,4.41,,,
2022-03-09 00:00:00,4.35,,,
2022-03-10 00:00:00,4.38,,,
2022-03-11 00:00:00,4.43,,,
2022-03-14 00:00:00,4.52,,,
2022-03-15 00:00:00,4.59,,,
2022-03-16 00:00:00,4.66,,,
2022-03-17 00:00:00,4.63,,,
2022-03-18 00:00:00,4.61,,,
2022-03-21 00:00:00,4.66,,,
2022-03-22 00:00:00,4.74,,,
2022-03-23 00:00:00,4.73,,,
2022-03-24 00:00:00,4.72,,,
2022-03-25 00:00:00,4.75,,,
2022-03-28 00:00:00,4.81,,,
2022-03-29 00:00:00,4.77,,,
2022-03-30 00:00:00,4.72,,,
2022-03-31 00:00:00,4.29,,,
2022-04-01 00:00:00,4.34,,,
2022-04-04 00:00:00,4.32,,,
2022-04-05 00:00:00,4.37,,,
2022-04-06 00:00:00,4.42,,,
2022-04-07 00:00:00,4.4,,,
2022-04-08 00:00:00,4.46,,,
2022-04-11 00:00:00,4.54,,,
2022-04-12 00:00:00,4.55,,,
2022-04-13 00:00:00,4.51,,,
2022-04-14 00:00:00,4.51,,,
2022-04-15 00:00:00,4.51,,,
2022-04-18 00:00:00,4.56,,,
2022-04-19 00:00:00,4.62,,,
2022-04-20 00:00:00,4.63,,,
2022-04-21 00:00:00,4.68,,,
2022-04-22 00:00:00,4.74,,,
2022-04-25 00:00:00,4.69,,,
2022-04-26 00:00:00,4.68,,,
2022-04-27 00:00:00,4.69,,,
2022-04-28 00:00:00,4.74,,,
2022-04-29 00:00:00,4.78,,,
2022-04-30 00:00:00,4.78,,,
2022-05-02 00:00:00,4.86,,,
2022-05-03 00:00:00,4.88,,,
2022-05-04 00:00:00,4.88,,,
2022-05-05 00:00:00,4.88,,,
2022-05-06 00:00:00,4.95,,,
2022-05-09 00:00:00,4.98,,,
2022-05-10 00:00:00,4.94,,,
2022-05-11 00:00:00,4.93,,,
2022-05-12 00:00:00,4.91,,,
2022-05-13 00:00:00,4.94,,,
2022-05-16 00:00:00,4.93,,,
2022-05-17 00:00:00,4.97,,,
2022-05-18 00:00:00,5,,,
2022-05-19 00:00:00,4.97,,,
2022-05-20 00:00:00,4.96,,,
2022-05-23 00:00:00,4.95,,,
2022-05-24 00:00:00,4.91,,,
2022-05-25 00:00:00,4.84,,,
2022-05-26 00:00:00,4.8,,,
2022-05-27 00:00:00,4.78,,,
2022-05-30 00:00:00,4.78,,,
2022-05-31 00:00:00,4.86,,,
2022-06-01 00:00:00,4.9,,,
2022-06-02 00:00:00,4.91,,,
2022-06-03 00:00:00,4.93,,,
2022-06-06 00:00:00,4.96,,,
2022-06-07 00:00:00,4.96,,,
2022-06-08 00:00:00,4.98,,,
2022-06-09 00:00:00,5.01,,,
2022-06-10 00:00:00,5.09,,,
2022-06-13 00:00:00,5.35,,,
2022-06-14 00:00:00,5.44,,,
2022-06-15 00:00:00,5.48,,,
2022-06-16 00:00:00,5.46,,,
2022-06-17 00:00:00,5.4,,,
2022-06-20 00:00:00,5.41,,,
2022-06-21 00:00:00,5.44,,,
2022-06-22 00:00:00,5.41,,,
2022-06-23 00:00:00,5.33,,,
2022-06-24 00:00:00,5.35,,,
2022-06-27 00:00:00,5.4,,,
2022-06-28 00:00:00,5.45,,,
2022-06-29 00:00:00,5.44,,,
2022-06-30 00:00:00,5.41,,,
2022-07-01 00:00:00,5.33,,,
2022-07-04 00:00:00,5.33,,,
2022-07-05 00:00:00,5.33,,,
2022-07-06 00:00:00,5.34,,,
2022-07-07 00:00:00,5.43,,,
2022-07-08 00:00:00,5.44,,,
2022-07-11 00:00:00,5.46,,,
2022-07-12 00:00:00,5.46,,,
2022-07-13 00:00:00,5.5,,,
2022-07-14 00:00:00,5.58,,,
2022-07-15 00:00:00,5.57,,,
2022-07-18 00:00:00,5.58,,,
2022-07-19 00:00:00,5.59,,,
2022-07-20 00:00:00,5.58,,,
2022-07-21 00:00:00,5.55,,,
2022-07-22 00:00:00,5.4,,,
2022-07-25 00:00:00,5.37,,,
2022-07-26 00:00:00,5.35,,,
2022-07-27 00:00:00,5.35,,,
2022-07-28 00:00:00,5.26,,,
2022-07-29 00:00:00,5.16,,,
2022-07-31 00:00:00,5.19,,,
2022-08-01 00:00:00,5.18,,,
2022-08-02 00:00:00,5.17,,,
2022-08-03 00:00:00,5.25,,,
2022-08-04 00:00:00,5.2,,,
2022-08-05 00:00:00,5.22,,,
2022-08-08 00:00:00,5.23,,,
2022-08-09 00:00:00,5.25,,,
2022-08-10 00:00:00,5.22,,,
2022-08-11 00:00:00,5.18,,,
2022-08-12 00:00:00,5.2,,,
2022-08-15 00:00:00,5.18,,,
2022-08-16 00:00:00,5.18,,,
2022-08-17 00:00:00,5.25,,,
2022-08-18 00:00:00,5.24,,,
2022-08-19 00:00:00,5.29,,,
2022-08-22 00:00:00,5.34,,,
2022-08-23 00:00:00,5.36,,,
2022-08-24 00:00:00,5.35,,,
2022-08-25 00:00:00,5.34,,,
2022-08-26 00:00:00,5.36,,,
2022-08-29 00:00:00,5.43,,,
2022-08-30 00:00:00,5.42,,,
2022-08-31 00:00:00,5.47,,,
2022-09-01 00:00:00,5.55,,,
2022-09-02 00:00:00,5.53,,,
2022-09-05 00:00:00,5.54,,,
2022-09-06 00:00:00,5.58,,,
2022-09-07 00:00:00,5.58,,,
2022-09-08 00:00:00,5.56,,,
2022-09-09 00:00:00,5.58,,,
2022-09-12 00:00:00,5.58,,,
2022-09-13 00:00:00,5.63,,,
2022-09-14 00:00:00,5.71,,,
2022-09-15 00:00:00,5.74,,,
2022-09-16 00:00:00,5.79,,,
2022-09-19 00:00:00,5.79,,,
2022-09-20 00:00:00,5.86,,,
2022-09-21 00:00:00,5.86,,,
2022-09-22 00:00:00,5.96,,,
2022-09-23 00:00:00,6.05,,,
2022-09-26 00:00:00,6.19,,,
2022-09-27 00:00:00,6.27,,,
2022-09-28 00:00:00,6.33,,,
2022-09-29 00:00:00,6.33,,,
2022-09-30 00:00:00,6.32,,,
2022-10-03 00:00:00,6.31,,,
2022-10-04 00:00:00,6.19,,,
2022-10-05 00:00:00,6.27,,,
2022-10-06 00:00:00,6.3,,,
2022-10-07 00:00:00,6.37,,,
2022-10-10 00:00:00,6.38,,,
2022-10-11 00:00:00,6.47,,,
2022-10-12 00:00:00,6.49,,,
2022-10-13 00:00:00,6.54,,,
2022-10-14 00:00:00,6.58,,,
2022-10-17 00:00:00,6.6,,,
2022-10-18 00:00:00,6.63,,,
2022-10-19 00:00:00,6.69,,,
2022-10-20 00:00:00,6.78,,,
2022-10-21 00:00:00,6.82,,,
2022-10-24 00:00:00,6.79,,,
2022-10-25 00:00:00,6.74,,,
2022-10-26 00:00:00,6.68,,,
2022-10-27 00:00:00,6.67,,,
2022-10-28 00:00:00,6.65,,,
2022-10-31 00:00:00,6.73,,,
2022-11-01 00:00:00,6.67,,,
2022-11-02 00:00:00,6.7,,,
2022-11-03 00:00:00,6.81,,,
2022-11-04 00:00:00,6.81,,,
2022-11-07 00:00:00,6.81,,,
2022-11-08 00:00:00,6.81,,,
2022-11-09 00:00:00,6.75,,,
2022-11-10 00:00:00,6.62,,,
2022-11-11 00:00:00,6.61,,,
2022-11-14 00:00:00,6.44,,,
2022-11-15 00:00:00,6.37,,,
2022-11-16 00:00:00,6.32,,,
2022-11-17 00:00:00,6.33,,,
2022-11-18 00:00:00,6.37,,,
2022-11-21 00:00:00,6.4,,,
2022-11-22 00:00:00,6.39,,,
2022-11-23 00:00:00,6.36,,,
2022-11-24 00:00:00,6.36,,,
2022-11-25 00:00:00,6.28,,,
2022-11-28 00:00:00,6.26,,,
2022-11-29 00:00:00,6.25,,,
2022-11-30 00:00:00,6.2,,,
2022-12-01 00:00:00,6.06,,,
2022-12-02 00:00:00,6,,,
2022-12-05 00:00:00,6.02,,,
2022-12-06 00:00:00,6.04,,,
2022-12-07 00:00:00,6,,,
2022-12-08 00:00:00,5.96,,,
2022-12-09 00:00:00,5.98,,,
2022-12-12 00:00:00,6,,,
2022-12-13 00:00:00,5.97,,,
2022-12-14 00:00:00,5.9,,,
2022-12-15 00:00:00,5.91,,,
2022-12-16 00:00:00,5.94,,,
2022-12-19 00:00:00,5.96,,,
2022-12-20 00:00:00,6.03,,,
2022-12-21 00:00:00,6.01,,,
2022-12-22 00:00:00,6,,,
2022-12-23 00:00:00,6.03,,,
2022-12-26 00:00:00,6.03,,,
2022-12-27 00:00:00,6.07,,,
2022-12-28 00:00:00,6.1,,,
2022-12-29 00:00:00,6.1,,,
2022-12-30 00:00:00,6.12,,,
2022-12-31 00:00:00,6.14,,,
