Company Name,Exchange:Ticker,Industry Group,Primary Sector,SIC Code,Country,Broad Group,Sub Group
W5 Solutions AB (publ) (OM:W5),OM:W5,Aerospace/Defense,Industrials,5065,Sweden,Developed Europe,EU & Environs
"Woodward, Inc. (NasdaqGS:WWD)",NasdaqGS:WWD,Aerospace/Defense,Industrials,3720,United States,United States,United States
"Wuhan Xingtu Xinke Electronics Co.,Ltd. (SHSE:688081)",SHSE:688081,Aerospace/Defense,Industrials,3669,China,Emerging Markets,China
"Wuxi Hyatech Co.,Ltd. (SHSE:688510)",SHSE:688510,Aerospace/Defense,Industrials,3724,China,Emerging Markets,China
"Xenonics Holdings, Inc. (OTCPK:XNNH.Q)",OTCPK:XNNH.Q,Aerospace/Defense,Industrials,3640,United States,United States,United States
"Xeriant, Inc. (OTCPK:XERI)",OTCPK:XERI,Aerospace/Defense,Industrials,3721,United States,United States,United States
"Xi'an ChenXi Aviation Technology Corp., Ltd. (SZSE:300581)",SZSE:300581,Aerospace/Defense,Industrials,3720,China,Emerging Markets,China
"Xi'an Tianhe Defense Technology Co., Ltd. (SZSE:300397)",SZSE:300397,Aerospace/Defense,Industrials,3812,China,Emerging Markets,China
"Xi'an Triangle Defense Co.,Ltd (SZSE:300775)",SZSE:300775,Aerospace/Defense,Industrials,3728,China,Emerging Markets,China
Xtract One Technologies Inc. (TSX:XTRA),TSX:XTRA,Aerospace/Defense,Industrials,3669,Canada,"Australia, NZ and Canada",Canada
YaGuang Technology Group Company Limited (SZSE:300123),SZSE:300123,Aerospace/Defense,Industrials,3674,China,Emerging Markets,China
Zen Technologies Limited (BSE:533339),BSE:533339,Aerospace/Defense,Industrials,3720,India,Emerging Markets,India
Aegean Airlines S.A. (ATSE:AEGN),ATSE:AEGN,Air Transport,Industrials,4512,Greece,Developed Europe,EU & Environs
"Aena S.M.E., S.A. (BME:AENA)",BME:AENA,Air Transport,Industrials,4581,Spain,Developed Europe,EU & Environs
Aerodrom Nikola Tesla a.d. (BELEX:AERO),BELEX:AERO,Air Transport,Industrials,4581,Serbia,Emerging Markets,Eastern Europe & Russia
Aeroporto Guglielmo Marconi di Bologna S.p.A. (BIT:ADB),BIT:ADB,Air Transport,Industrials,4581,Italy,Developed Europe,EU & Environs
Aeroports de Paris SA (ENXTPA:ADP),ENXTPA:ADP,Air Transport,Industrials,4581,France,Developed Europe,EU & Environs
Air Arabia PJSC (DFM:AIRARABIA),DFM:AIRARABIA,Air Transport,Industrials,4512,United Arab Emirates,Emerging Markets,Africa and Middle East
Air Astana Joint Stock Company (KAS:AIRA),KAS:AIRA,Air Transport,Industrials,4512,Kazakhstan,Emerging Markets,Eastern Europe & Russia
"Air Busan Co., Ltd. (KOSE:A298690)",KOSE:A298690,Air Transport,Industrials,4512,South Korea,Emerging Markets,Small Asia
Air Canada (TSX:AC),TSX:AC,Air Transport,Industrials,4512,Canada,"Australia, NZ and Canada",Canada
Air China Limited (SEHK:753),SEHK:753,Air Transport,Industrials,4512,China,Emerging Markets,China
Air France-KLM SA (ENXTPA:AF),ENXTPA:AF,Air Transport,Industrials,4512,France,Developed Europe,EU & Environs
Air New Zealand Limited (NZSE:AIR),NZSE:AIR,Air Transport,Industrials,4512,New Zealand,"Australia, NZ and Canada",Australia & NZ
AirAsia X Berhad (KLSE:AAX),KLSE:AAX,Air Transport,Industrials,4512,Malaysia,Emerging Markets,Small Asia
Airports of Thailand Public Company Limited (SET:AOT),SET:AOT,Air Transport,Industrials,4581,Thailand,Emerging Markets,Small Asia
"Alaska Air Group, Inc. (NYSE:ALK)",NYSE:ALK,Air Transport,Industrials,4512,United States,United States,United States
Allegiant Travel Company (NasdaqGS:ALGT),NasdaqGS:ALGT,Air Transport,Industrials,4512,United States,United States,United States
Alliance Aviation Services Limited (ASX:AQZ),ASX:AQZ,Air Transport,Industrials,4522,Australia,"Australia, NZ and Canada",Australia & NZ
American Airlines Group Inc. (NasdaqGS:AAL),NasdaqGS:AAL,Air Transport,Industrials,4512,United States,United States,United States
ANA Holdings Inc. (TSE:9202),TSE:9202,Air Transport,Industrials,4512,Japan,Japan,Japan
Andino Inversiones Global S.A. (ENXTPA:MLAIG),ENXTPA:MLAIG,Air Transport,Industrials,4581,Spain,Developed Europe,EU & Environs
Asia Aviation Public Company Limited (SET:AAV),SET:AAV,Air Transport,Industrials,4512,Thailand,Emerging Markets,Small Asia
"Asiana Airlines, Inc. (KOSE:A020560)",KOSE:A020560,Air Transport,Industrials,4512,South Korea,Emerging Markets,Small Asia
Athens International Airport S.A. (ATSE:AIA),ATSE:AIA,Air Transport,Industrials,4581,Greece,Developed Europe,EU & Environs
Auckland International Airport Limited (NZSE:AIA),NZSE:AIA,Air Transport,Industrials,4580,New Zealand,"Australia, NZ and Canada",Australia & NZ
Bangkok Airways Public Company Limited (SET:BA),SET:BA,Air Transport,Industrials,4512,Thailand,Emerging Markets,Small Asia
Bangkok Aviation Fuel Services Public Company Limited (SET:BAFS),SET:BAFS,Air Transport,Industrials,4581,Thailand,Emerging Markets,Small Asia
Beijing Capital International Airport Company Limited (SEHK:694),SEHK:694,Air Transport,Industrials,4581,China,Emerging Markets,China
Cam Ranh International Airport Services Joint-Stock Company (HNX:CIA),HNX:CIA,Air Transport,Industrials,4581,Vietnam,Emerging Markets,Small Asia
Cathay Pacific Airways Limited (SEHK:293),SEHK:293,Air Transport,Industrials,4512,Hong Kong,Emerging Markets,China
"Cebu Air, Inc. (PSE:CEB)",PSE:CEB,Air Transport,Industrials,4512,Philippines,Emerging Markets,Small Asia
Çelebi Hava Servisi A.S. (IBSE:CLEBI),IBSE:CLEBI,Air Transport,Industrials,4581,Turkey,Developed Europe,EU & Environs
"China Airlines, Ltd. (TWSE:2610)",TWSE:2610,Air Transport,Industrials,4512,Taiwan,Emerging Markets,Small Asia
China Eastern Airlines Corporation Limited (SHSE:600115),SHSE:600115,Air Transport,Industrials,4512,China,Emerging Markets,China
"China Express Airlines Co.,LTD (SZSE:002928)",SZSE:002928,Air Transport,Industrials,4512,China,Emerging Markets,China
China Southern Airlines Company Limited (SHSE:600029),SHSE:600029,Air Transport,Industrials,4512,China,Emerging Markets,China
Chorus Aviation Inc. (TSX:CHR),TSX:CHR,Air Transport,Industrials,4512,Canada,"Australia, NZ and Canada",Canada
"Controladora Vuela Compañía de Aviación, S.A.B. de C.V. (BMV:VOLAR A)",BMV:VOLAR A,Air Transport,Industrials,4512,Mexico,Emerging Markets,Latin America & Caribbean
"Copa Holdings, S.A. (NYSE:CPA)",NYSE:CPA,Air Transport,Industrials,4512,Panama,Emerging Markets,Latin America & Caribbean
Corporación América Airports S.A. (NYSE:CAAP),NYSE:CAAP,Air Transport,Industrials,4581,Luxembourg,Developed Europe,EU & Environs
Danang Airports Services Joint-Stock Company (HNX:MAS),HNX:MAS,Air Transport,Industrials,4581,Vietnam,Emerging Markets,Small Asia
"Delta Air Lines, Inc. (NYSE:DAL)",NYSE:DAL,Air Transport,Industrials,4512,United States,United States,United States
Deutsche Lufthansa AG (XTRA:LHA),XTRA:LHA,Air Transport,Industrials,4512,Germany,Developed Europe,EU & Environs
Dreamfolks Services Limited (NSEI:DREAMFOLKS),NSEI:DREAMFOLKS,Air Transport,Industrials,4581,India,Emerging Markets,India
easyJet plc (LSE:EZJ),LSE:EZJ,Air Transport,Industrials,4512,United Kingdom,Developed Europe,UK
El Al Israel Airlines Ltd. (TASE:ELAL),TASE:ELAL,Air Transport,Industrials,4512,Israel,Emerging Markets,Africa and Middle East
ENAV S.p.A. (BIT:ENAV),BIT:ENAV,Air Transport,Industrials,4581,Italy,Developed Europe,EU & Environs
Enter Air S.A. (WSE:ENT),WSE:ENT,Air Transport,Industrials,4522,Poland,Developed Europe,EU & Environs
EVA Airways Corp. (TWSE:2618),TWSE:2618,Air Transport,Industrials,4512,Taiwan,Emerging Markets,Small Asia
Exchange Income Corporation (TSX:EIF),TSX:EIF,Air Transport,Industrials,4512,Canada,"Australia, NZ and Canada",Canada
Finnair Oyj (HLSE:FIA1S),HLSE:FIA1S,Air Transport,Industrials,4512,Finland,Developed Europe,EU & Environs
Flughafen Wien Aktiengesellschaft (WBAG:FLU),WBAG:FLU,Air Transport,Industrials,4581,Austria,Developed Europe,EU & Environs
Flughafen Zürich AG (SWX:FHZN),SWX:FHZN,Air Transport,Industrials,4581,Switzerland,Developed Europe,EU & Environs
"flyExclusive, Inc. (NYSEAM:FLYX)",NYSEAM:FLYX,Air Transport,Industrials,4522,United States,United States,United States
Flynas Company (SASE:4264),SASE:4264,Air Transport,Industrials,4512,Saudi Arabia,Emerging Markets,Africa and Middle East
FlySBS Aviation Limited (NSEI:FLYSBS),NSEI:FLYSBS,Air Transport,Industrials,4522,India,Emerging Markets,India
Fraport AG (XTRA:FRA),XTRA:FRA,Air Transport,Industrials,4581,Germany,Developed Europe,EU & Environs
"Frontier Group Holdings, Inc. (NasdaqGS:ULCC)",NasdaqGS:ULCC,Air Transport,Industrials,4512,United States,United States,United States
Global Crossing Airlines Group Inc. (NEOE:JET),NEOE:JET,Air Transport,Industrials,4512,United States,United States,United States
GMR Airports Limited (NSEI:GMRAIRPORT),NSEI:GMRAIRPORT,Air Transport,Industrials,4581,India,Emerging Markets,India
"Grupo Aeroportuario del Centro Norte, S.A.B. de C.V. (BMV:OMA B)",BMV:OMA B,Air Transport,Industrials,4581,Mexico,Emerging Markets,Latin America & Caribbean
"Grupo Aeroportuario del Pacífico, S.A.B. de C.V. (BMV:GAP B)",BMV:GAP B,Air Transport,Industrials,4581,Mexico,Emerging Markets,Latin America & Caribbean
"Grupo Aeroportuario del Sureste, S. A. B. de C. V. (BMV:ASUR B)",BMV:ASUR B,Air Transport,Industrials,4581,Mexico,Emerging Markets,Latin America & Caribbean
Guangzhou Baiyun International Airport Company Limited (SHSE:600004),SHSE:600004,Air Transport,Industrials,4581,China,Emerging Markets,China
"Guangzhou Hangxin Aviation Technology Co., Ltd. (SZSE:300424)",SZSE:300424,Air Transport,Industrials,4581,China,Emerging Markets,China
"Hainan Airlines Holding Co., Ltd. (SHSE:600221)",SHSE:600221,Air Transport,Industrials,4512,China,Emerging Markets,China
Hainan Meilan International Airport Company Limited (SEHK:357),SEHK:357,Air Transport,Industrials,4581,China,Emerging Markets,China
"Harbor Diversified, Inc. (OTCPK:HRBR)",OTCPK:HRBR,Air Transport,Industrials,4512,United States,United States,United States
Icelandair Group hf. (ICSE:ICEAIR),ICSE:ICEAIR,Air Transport,Industrials,4512,Iceland,Developed Europe,EU & Environs
ICTS International N.V. (OTCPK:ICTS.F),OTCPK:ICTS.F,Air Transport,Industrials,7381,Netherlands,Developed Europe,EU & Environs
InterGlobe Aviation Limited (NSEI:INDIGO),NSEI:INDIGO,Air Transport,Industrials,4512,India,Emerging Markets,India
International Consolidated Airlines Group S.A. (LSE:IAG),LSE:IAG,Air Transport,Industrials,4512,United Kingdom,Developed Europe,UK
Israir Group Ltd (TASE:ISRG),TASE:ISRG,Air Transport,Industrials,5140,Israel,Emerging Markets,Africa and Middle East
"Japan Airlines Co., Ltd. (TSE:9201)",TSE:9201,Air Transport,Industrials,4512,Japan,Japan,Japan
"Japan Airport Terminal Co., Ltd. (TSE:9706)",TSE:9706,Air Transport,Industrials,5331,Japan,Japan,Japan
Jazeera Airways K.S.C.P. (KWSE:JAZEERA),KWSE:JAZEERA,Air Transport,Industrials,4512,Kuwait,Emerging Markets,Africa and Middle East
"Jeju Air Co., Ltd. (KOSE:A089590)",KOSE:A089590,Air Transport,Industrials,4512,South Korea,Emerging Markets,Small Asia
Jet.AI Inc. (NasdaqCM:JTAI),NasdaqCM:JTAI,Air Transport,Industrials,4522,United States,United States,United States
Jet2 plc (AIM:JET2),AIM:JET2,Air Transport,Industrials,4512,United Kingdom,Developed Europe,UK
JetBlue Airways Corporation (NasdaqGS:JBLU),NasdaqGS:JBLU,Air Transport,Industrials,4512,United States,United States,United States
"Jin Air Co., Ltd. (KOSE:A272450)",KOSE:A272450,Air Transport,Industrials,4512,South Korea,Emerging Markets,Small Asia
"Joby Aviation, Inc. (NYSE:JOBY)",NYSE:JOBY,Air Transport,Industrials,4522,United States,United States,United States
"Juneyao Airlines Co., Ltd (SHSE:603885)",SHSE:603885,Air Transport,Industrials,4512,China,Emerging Markets,China
Kenya Airways Plc (NASE:KQ),NASE:KQ,Air Transport,Industrials,4512,Kenya,Emerging Markets,Africa and Middle East
KLM Royal Dutch Airlines (OTCPK:KLMR),OTCPK:KLMR,Air Transport,Industrials,4512,Netherlands,Developed Europe,EU & Environs
Knafaim Holdings Ltd. (TASE:KNFM),TASE:KNFM,Air Transport,Industrials,4512,Israel,Emerging Markets,Africa and Middle East
Københavns Lufthavne A/S (CPSE:KBHL),CPSE:KBHL,Air Transport,Industrials,4581,Denmark,Developed Europe,EU & Environs
"Korea Airport Service Co.,Ltd. (KOSE:A005430)",KOSE:A005430,Air Transport,Industrials,4581,South Korea,Emerging Markets,Small Asia
"Korean Airlines Co.,Ltd. (KOSE:A003490)",KOSE:A003490,Air Transport,Industrials,4512,South Korea,Emerging Markets,Small Asia
LATAM Airlines Group S.A. (SNSE:LTM),SNSE:LTM,Air Transport,Industrials,4512,Chile,Emerging Markets,Latin America & Caribbean
MacroAsia Corporation (PSE:MAC),PSE:MAC,Air Transport,Industrials,4581,Philippines,Emerging Markets,Small Asia
Malta International Airport p.l.c. (MTSE:MIA),MTSE:MIA,Air Transport,Industrials,4581,Malta,Developed Europe,EU & Environs
Nigerian Aviation Handling Company Plc (NGSE:NAHCO),NGSE:NAHCO,Air Transport,Industrials,4581,Nigeria,Emerging Markets,Africa and Middle East
Noibai Cargo Terminal Services Joint Stock Company (HOSE:NCT),HOSE:NCT,Air Transport,Industrials,4581,Vietnam,Emerging Markets,Small Asia
Nok Airlines Public Company Limited (OTCPK:NOKP.F),OTCPK:NOKP.F,Air Transport,Industrials,4512,Thailand,Emerging Markets,Small Asia
Norse Atlantic ASA (OB:NORSE),OB:NORSE,Air Transport,Industrials,4512,Norway,Developed Europe,EU & Environs
Norwegian Air Shuttle ASA (OB:NAS),OB:NAS,Air Transport,Industrials,4512,Norway,Developed Europe,EU & Environs
"PAL Holdings, Inc. (PSE:PAL)",PSE:PAL,Air Transport,Industrials,4512,Philippines,Emerging Markets,Small Asia
Pegasus Hava Tasimaciligi Anonim Sirketi (IBSE:PGSUS),IBSE:PGSUS,Air Transport,Industrials,4512,Turkey,Developed Europe,EU & Environs
Precision Air Services Plc (DAR:PAL),DAR:PAL,Air Transport,Industrials,4510,Tanzania,Emerging Markets,Africa and Middle East
PT AirAsia Indonesia Tbk (IDX:CMPP),IDX:CMPP,Air Transport,Industrials,4512,Indonesia,Emerging Markets,Small Asia
PT Cahaya Aero Services Tbk. (IDX:CASS),IDX:CASS,Air Transport,Industrials,4581,Indonesia,Emerging Markets,Small Asia
PT Jaya Trishindo Tbk (IDX:HELI),IDX:HELI,Air Transport,Industrials,4522,Indonesia,Emerging Markets,Small Asia
PT. Garuda Indonesia (Persero) Tbk (IDX:GIAA),IDX:GIAA,Air Transport,Industrials,4512,Indonesia,Emerging Markets,Small Asia
Qantas Airways Limited (ASX:QAN),ASX:QAN,Air Transport,Industrials,4512,Australia,"Australia, NZ and Canada",Australia & NZ
Republic Airways Holdings Inc. (NasdaqGS:RJET),NasdaqGS:RJET,Air Transport,Industrials,4512,United States,United States,United States
Ryanair Holdings plc (ISE:RYA),ISE:RYA,Air Transport,Industrials,4512,Ireland,Developed Europe,EU & Environs
Saigon Ground Services Joint Stock Company (HOSE:SGN),HOSE:SGN,Air Transport,Industrials,4581,Vietnam,Emerging Markets,Small Asia
"Saker Aviation Services, Inc. (OTCPK:SKAS)",OTCPK:SKAS,Air Transport,Industrials,4581,United States,United States,United States
Samart Aviation Solutions Public Company Limited (SET:SAV),SET:SAV,Air Transport,Industrials,4581,Thailand,Emerging Markets,Small Asia
SATS Ltd. (SGX:S58),SGX:S58,Air Transport,Industrials,4581,Singapore,Emerging Markets,Small Asia
Saudi Ground Services Company (SASE:4031),SASE:4031,Air Transport,Industrials,4581,Saudi Arabia,Emerging Markets,Africa and Middle East
Servair Abidjan S.A. (BRVM:ABJC),BRVM:ABJC,Air Transport,Industrials,5812,Ivory Coast,Emerging Markets,Africa and Middle East
"Shanghai International Airport Co., Ltd. (SHSE:600009)",SHSE:600009,Air Transport,Industrials,4581,China,Emerging Markets,China
"Shenzhen Airport Co., Ltd. (SZSE:000089)",SZSE:000089,Air Transport,Industrials,4581,China,Emerging Markets,China
SIA Engineering Company Limited (SGX:S59),SGX:S59,Air Transport,Industrials,4581,Singapore,Emerging Markets,Small Asia
"Sichuan Haite High-tech Co.,Ltd (SZSE:002023)",SZSE:002023,Air Transport,Industrials,4581,China,Emerging Markets,China
Singapore Airlines Limited (SGX:C6L),SGX:C6L,Air Transport,Industrials,4512,Singapore,Emerging Markets,Small Asia
Sky Harbour Group Corporation (NYSE:SKYH),NYSE:SKYH,Air Transport,Industrials,4581,United States,United States,United States
Skymark Airlines Inc. (TSE:9204),TSE:9204,Air Transport,Industrials,4512,Japan,Japan,Japan
Skyway Aviation Handling Company Plc (NGSE:SKYAVN),NGSE:SKYAVN,Air Transport,Industrials,4581,Nigeria,Emerging Markets,Africa and Middle East
"SkyWest, Inc. (NasdaqGS:SKYW)",NasdaqGS:SKYW,Air Transport,Industrials,4512,United States,United States,United States
Société Tunisienne de l'Air S.A. (BVMT:TAIR),BVMT:TAIR,Air Transport,Industrials,4512,Tunisia,Emerging Markets,Africa and Middle East
Southwest Airlines Co. (NYSE:LUV),NYSE:LUV,Air Transport,Industrials,4512,United States,United States,United States
SpiceJet Limited (BSE:500285),BSE:500285,Air Transport,Industrials,4512,India,Emerging Markets,India
"Spirit Aviation Holdings, Inc. (OTCPK:FLYY.Q)",OTCPK:FLYY.Q,Air Transport,Industrials,4512,United States,United States,United States
"Spring Airlines Co., Ltd. (SHSE:601021)",SHSE:601021,Air Transport,Industrials,4512,China,Emerging Markets,China
Star Flyer Inc. (TSE:9206),TSE:9206,Air Transport,Industrials,4510,Japan,Japan,Japan
"Star Jets International, Inc. (OTCPK:JETR)",OTCPK:JETR,Air Transport,Industrials,4522,United States,United States,United States
"STARLUX Airlines Co., Ltd. (TWSE:2646)",TWSE:2646,Air Transport,Industrials,4512,Taiwan,Emerging Markets,Small Asia
"Sun Country Airlines Holdings, Inc. (NasdaqGS:SNCY)",NasdaqGS:SNCY,Air Transport,Industrials,4512,United States,United States,United States
Surf Air Mobility Inc. (NYSE:SRFM),NYSE:SRFM,Air Transport,Industrials,4512,United States,United States,United States
Swissport Tanzania Plc (DAR:SWIS),DAR:SWIS,Air Transport,Industrials,4581,Tanzania,Emerging Markets,Africa and Middle East
"T'Way Air Co., Ltd. (KOSE:A091810)",KOSE:A091810,Air Transport,Industrials,4512,South Korea,Emerging Markets,Small Asia
TAV Havalimanlari Holding A.S. (IBSE:TAVHL),IBSE:TAVHL,Air Transport,Industrials,4581,Turkey,Developed Europe,EU & Environs
Thai Airways International Public Company Limited (SET:THAI),SET:THAI,Air Transport,Industrials,4512,Thailand,Emerging Markets,Small Asia
"Tigerair Taiwan Co., Ltd. (TWSE:6757)",TWSE:6757,Air Transport,Industrials,4512,Taiwan,Emerging Markets,Small Asia
Toscana Aeroporti S.p.A. (BIT:TYA),BIT:TYA,Air Transport,Industrials,4581,Italy,Developed Europe,EU & Environs
Transat A.T. Inc. (TSX:TRZ),TSX:TRZ,Air Transport,Industrials,4512,Canada,"Australia, NZ and Canada",Canada
TraWell Co S.p.A. (BIT:TWL),BIT:TWL,Air Transport,Industrials,4581,Italy,Developed Europe,EU & Environs
Türk Hava Yollari Anonim Ortakligi (IBSE:THYAO),IBSE:THYAO,Air Transport,Industrials,4512,Turkey,Developed Europe,EU & Environs
"United Airlines Holdings, Inc. (NasdaqGS:UAL)",NasdaqGS:UAL,Air Transport,Industrials,4512,United States,United States,United States
United Projects Company For Aviation Services K.S.C.P. (KWSE:UPAC),KWSE:UPAC,Air Transport,Industrials,4581,Kuwait,Emerging Markets,Africa and Middle East
VietJet Aviation Joint Stock Company (HOSE:VJC),HOSE:VJC,Air Transport,Industrials,4512,Vietnam,Emerging Markets,Small Asia
Vietnam Airlines JSC (HOSE:HVN),HOSE:HVN,Air Transport,Industrials,4512,Vietnam,Emerging Markets,Small Asia
Virgin Australia Holdings Limited (ASX:VGN),ASX:VGN,Air Transport,Industrials,4512,Australia,"Australia, NZ and Canada",Australia & NZ
"Volato Group, Inc. (NYSEAM:SOAR)",NYSEAM:SOAR,Air Transport,Industrials,4522,United States,United States,United States
Volatus Aerospace Inc. (TSXV:FLT),TSXV:FLT,Air Transport,Industrials,4522,Canada,"Australia, NZ and Canada",Canada
Wheels Up Experience Inc. (NYSE:UP),NYSE:UP,Air Transport,Industrials,4522,United States,United States,United States
Wizz Air Holdings Plc (LSE:WIZZ),LSE:WIZZ,Air Transport,Industrials,4512,Hungary,Developed Europe,EU & Environs
"Xiamen International Airport Co.,Ltd (SHSE:600897)",SHSE:600897,Air Transport,Industrials,4581,China,Emerging Markets,China
361 Degrees International Limited (SEHK:1361),SEHK:1361,Apparel,Consumer Discretionary,2300,China,Emerging Markets,China
A B Cotspin India Limited (NSEI:ABCOTS),NSEI:ABCOTS,Apparel,Consumer Discretionary,2200,India,Emerging Markets,India
Aananda Lakshmi Spinning Mills Limited (BSE:539096),BSE:539096,Apparel,Consumer Discretionary,2200,India,Emerging Markets,India
Aarnav Fashions Limited (BSE:539562),BSE:539562,Apparel,Consumer Discretionary,6200,India,Emerging Markets,India
Aayush Art and Bullion Limited (BSE:540718),BSE:540718,Apparel,Consumer Discretionary,2200,India,Emerging Markets,India
"Acegreen Eco-Material Technology Co., Ltd. (TPEX:7862)",TPEX:7862,Apparel,Consumer Discretionary,0,Taiwan,Emerging Markets,Small Asia
Acelon Chemicals & Fiber Corporation (TWSE:1466),TWSE:1466,Apparel,Consumer Discretionary,2221,Taiwan,Emerging Markets,Small Asia
Acknit Industries Limited (BSE:530043),BSE:530043,Apparel,Consumer Discretionary,3100,India,Emerging Markets,India
Acrow India Limited (BSE:513149),BSE:513149,Apparel,Consumer Discretionary,3440,India,Emerging Markets,India
ACS Technologies Limited (BSE:530745),BSE:530745,Apparel,Consumer Discretionary,2200,India,Emerging Markets,India
Active Clothing Co Limited (BSE:541144),BSE:541144,Apparel,Consumer Discretionary,2300,India,Emerging Markets,India
Addi Industries Limited (BSE:507852),BSE:507852,Apparel,Consumer Discretionary,2200,India,Emerging Markets,India
adidas AG (XTRA:ADS),XTRA:ADS,Apparel,Consumer Discretionary,3021,Germany,Developed Europe,EU & Environs
Adinath Textiles Limited (BSE:514113),BSE:514113,Apparel,Consumer Discretionary,2200,India,Emerging Markets,India
Aditya Spinners Limited (BSE:521141),BSE:521141,Apparel,Consumer Discretionary,2200,India,Emerging Markets,India
"Adolfo Domínguez, S.A. (BME:ADZ)",BME:ADZ,Apparel,Consumer Discretionary,2300,Spain,Developed Europe,EU & Environs
Advance Lifestyles Limited (BSE:521048),BSE:521048,Apparel,Consumer Discretionary,2200,India,Emerging Markets,India
Aeffe S.p.A. (BIT:AEF),BIT:AEF,Apparel,Consumer Discretionary,5600,Italy,Developed Europe,EU & Environs
Agabang&Company (KOSDAQ:A013990),KOSDAQ:A013990,Apparel,Consumer Discretionary,2300,South Korea,Emerging Markets,Small Asia
Ahlers AG (DB:AAH),DB:AAH,Apparel,Consumer Discretionary,2320,Germany,Developed Europe,EU & Environs
Ahmad Hassan Textile Mills Limited (KASE:AHTM),KASE:AHTM,Apparel,Consumer Discretionary,2200,Pakistan,Emerging Markets,Small Asia
AI Champdany Industries Limited (BSE:532806),BSE:532806,Apparel,Consumer Discretionary,2200,India,Emerging Markets,India
"Aimer Co., Ltd. (SHSE:603511)",SHSE:603511,Apparel,Consumer Discretionary,2300,China,Emerging Markets,China
AJC Jewel Manufacturers Limited (BSE:544425),BSE:544425,Apparel,Consumer Discretionary,3910,India,Emerging Markets,India
AKI India Limited (BSE:542020),BSE:542020,Apparel,Consumer Discretionary,3100,India,Emerging Markets,India
Akin Tekstil Anonim Sirketi (IBSE:ATEKS),IBSE:ATEKS,Apparel,Consumer Discretionary,2200,Turkey,Developed Europe,EU & Environs
Aksa Akrilik Kimya Sanayii A.S. (IBSE:AKSA),IBSE:AKSA,Apparel,Consumer Discretionary,2821,Turkey,Developed Europe,EU & Environs
Akshar Spintex Limited (BSE:541303),BSE:541303,Apparel,Consumer Discretionary,2200,India,Emerging Markets,India
Alexandria Spinning & Weaving Co. (CASE:SPIN),CASE:SPIN,Apparel,Consumer Discretionary,2200,Egypt,Emerging Markets,Africa and Middle East
Alhaj Textile Mills Limited (DSE:AL-HAJTEX),DSE:AL-HAJTEX,Apparel,Consumer Discretionary,3250,Bangladesh,Emerging Markets,Small Asia
Alif Industries Limited (DSE:AIL),DSE:AIL,Apparel,Consumer Discretionary,2250,Bangladesh,Emerging Markets,Small Asia
Alif Manufacturing Company Ltd. (DSE:ALIF),DSE:ALIF,Apparel,Consumer Discretionary,2200,Bangladesh,Emerging Markets,Small Asia
Alltex Industries Limited (DSE:ALLTEX),DSE:ALLTEX,Apparel,Consumer Discretionary,2200,Bangladesh,Emerging Markets,Small Asia
Alok Industries Limited (NSEI:ALOKINDS),NSEI:ALOKINDS,Apparel,Consumer Discretionary,2200,India,Emerging Markets,India
Alps Industries Limited (NSEI:ALPSINDUS),NSEI:ALPSINDUS,Apparel,Consumer Discretionary,2300,India,Emerging Markets,India
Aman Cotton Fibrous PLC. (DSE:ACFL),DSE:ACFL,Apparel,Consumer Discretionary,2200,Bangladesh,Emerging Markets,Small Asia
Amarjothi Spinning Mills Limited (BSE:521097),BSE:521097,Apparel,Consumer Discretionary,2200,India,Emerging Markets,India
Ambeon Holdings PLC (COSE:GREG.N0000),COSE:GREG.N0000,Apparel,Consumer Discretionary,2200,Sri Lanka,Emerging Markets,Small Asia
Ambika Cotton Mills Limited (BSE:531978),BSE:531978,Apparel,Consumer Discretionary,2200,India,Emerging Markets,India
"Amer Sports, Inc. (NYSE:AS)",NYSE:AS,Apparel,Consumer Discretionary,2300,Finland,Developed Europe,EU & Environs
Amin Tannery Limited (BSE:541771),BSE:541771,Apparel,Consumer Discretionary,3100,India,Emerging Markets,India
Amit International Limited (BSE:531300),BSE:531300,Apparel,Consumer Discretionary,2300,India,Emerging Markets,India
Amtex Limited (KASE:AMTEX),KASE:AMTEX,Apparel,Consumer Discretionary,2300,Pakistan,Emerging Markets,Small Asia
AN Textile Mills Limited (KASE:ANTM),KASE:ANTM,Apparel,Consumer Discretionary,2200,Pakistan,Emerging Markets,Small Asia
Anand Rayons Limited (BSE:542721),BSE:542721,Apparel,Consumer Discretionary,2200,India,Emerging Markets,India
Angel Fibers Limited (BSE:541006),BSE:541006,Apparel,Consumer Discretionary,2200,India,Emerging Markets,India
"Anhui Anli Material Technology Co., Ltd. (SZSE:300218)",SZSE:300218,Apparel,Consumer Discretionary,2200,China,Emerging Markets,China
Anhui Guqi Down & Feather Textile Incorporated (SZSE:001390),SZSE:001390,Apparel,Consumer Discretionary,2200,China,Emerging Markets,China
"Anhui Huamao Textile Co., Ltd. (SZSE:000850)",SZSE:000850,Apparel,Consumer Discretionary,2200,China,Emerging Markets,China
"AnHui Jinchun Nonwoven Co., Ltd. (SZSE:300877)",SZSE:300877,Apparel,Consumer Discretionary,2200,China,Emerging Markets,China
"Anhui Korrun Co., Ltd. (SZSE:300577)",SZSE:300577,Apparel,Consumer Discretionary,3100,China,Emerging Markets,China
Anjani Synthetics Limited (BSE:531223),BSE:531223,Apparel,Consumer Discretionary,2200,India,Emerging Markets,India
