Industry,Number of firms,Price/Sales,Net Margin,EV/Sales,After-tax Operating Margin
Security Services,6,0.8972143905092085,0.045350844699734764,1.008156771468283,0.04740506378164484
Seismic Data Collection,2,7.826434817196738,-0.008491182233834096,7.986379297928286,0.0023677335075114304
Semicon Compo-Intg Circu,5,3.999650111342528,-0.15459932365408918,4.5518528997977095,-0.15712651646418388
Semiconductor Equipment,5,1.8009856930001944,-0.05184952977774056,1.5260926551007885,-0.03930078659521761
Shipbuilding,3,0.7070283812063102,0.018874986629900673,0.8201049505102939,0.044028675556111486
Soap&Cleaning Prepar,3,1.5103267575581698,0.10169944259672553,1.6091646655082796,0.07821713099536243
Software Tools,1,6.441269155206287,0,6.441269155206287,0
Special Purpose Banks,4,0.6515992696643323,0.040866300474605884,14.537284649919306,0.046322591075153324
Specified Purpose Acquis,20,11.643958777771052,0.1471874872610478,12.636225382836681,0.49772155055924383
Steel Pipe&Tube,4,0.5443253455861699,0.014233012620074238,0.8414275055117144,0.06446223438614826
Steel-Producers,22,1.6375693287578474,0.014400961961053371,1.9091786836320854,-0.03179159289486612
Steel-Specialty,3,0.7352889148293572,0.033836746435986116,1.4295441423387178,-0.03385212662121931
Storage/Warehousing,5,6.872701586745892,0.05544360014448402,7.46349199679026,0.029528385499559485
Sugar,5,0.8227302445157945,0.06349502467742771,0.9284851744164078,0.07233024504088317
Telecom Services,36,2.467095789358419,-0.11594511614463122,2.687276087450027,-0.07603038540598443
Telecommunication Equip,29,2.2901334712485477,-0.001722262505458436,2.318307989868272,-0.015438558886339751
Telephone-Integrated,20,1.5143002315892213,0.06481983910727754,2.086980606979464,0.09660012617812803
Television,21,2.5464493751707034,0.03691290442217363,2.7908232414816947,0.06087620278818033
Textile-Apparel,8,2.932203884463942,0.030406513782014772,3.110754063188703,0.049953151222789774
Textile-Home Furnishings,1,3.2770095931194176,0.07624875951042012,3.7232550446576247,0.0859913992722461
Textile-Products,13,0.7130276156976992,0.032353950479342336,0.876548263677623,0.047062906645621724
Theaters,1,0.8785647132560326,0.014206622793272746,1.7164943069048366,0.027083484801002814
Therapeutics,2,20,-1,20,-1
Tobacco,7,1.9416457007106172,0.1447447738900012,2.4267613319718464,0.1323511815399819
Tools-Hand Held,2,1.158767207892886,0.02789818866173786,1.1410760067093189,0.0364227005534822
Toys,5,0.7929841526249453,0.046075950073420566,0.9064674875710146,0.05702594559787595
Traffic Management Sys,1,2.4822987565445027,0.01668848167539267,2.5212385471204186,0.01668848167539267
Transport-Air Freight,2,0.5119769030518049,0.031117701855774747,0.5379200461043787,0.025516752047903025
Transport-Equip&Leasng,1,0.6165236321011429,0.026081131996483445,2.0128061288567003,0.041911173441620965
Transport-Marine,48,2.7132209204016426,0.11080938580704874,3.506675621520461,0.1040895121647113
Transport-Rail,4,1.2272574606812017,0.054952158933408636,1.3304979533515173,0.05208415939774971
Transport-Services,28,0.7303987684825637,0.03672137695245324,1.1285659425446812,0.03437537351363304
Transport-Truck,3,0.6709575445703475,0.03564988851682003,0.8016633475895855,0.03791979156566124
Travel Services,8,0.6294203831882931,0.006869745159099577,0.7817560526671069,0.012722516033613763
Venture Capital,13,12.86962877721872,0.17951557876915222,13.453041087045921,0.15459769789259362
Veterinary Products,2,0.5673338820532667,0.033713496931078855,0.6792857170103801,0.03622286485230356
Virtual Reality Products,1,20,-1,20,-1
Vitamins&Nutrition Prod,4,3.4546466315720745,0.06914866759213133,3.6092402390662173,0.07515031639977907
Water,20,2.3365929486574215,0.16653903627168826,3.523919131800149,0.1591711254609011
Water Treatment Systems,2,1.4094751776296417,-0.023175237002622633,1.6649582172337343,-0.011429385020682302
Web Portals/ISP,15,5.032648448374474,-0.2074263350600139,4.115180765966016,-0.2033049019729077
Whsing&Harbor Trans Serv,6,2.472731664038688,0.15814788583599212,3.0878524918901307,0.11103210701496939
Wire&Cable Products,8,0.5599117520284894,0.008981137496402615,0.6723466327634167,0.019472109226643268
Wireless Equipment,10,2.437682049251932,-0.1279044810127218,2.2052843673500995,-0.07963503634074892
X-Ray Equipment,2,4.9137811666315105,-0.4907340770061173,4.890909506024246,-0.40943208453797575
(blank),5,20,0.6733167082294265,20,-0.24937655860349128
Circuit Boards,1,2.927371440713982,-0.509987250318742,3.0642180195495112,-0.36299056523586914
Rubber&Vinyl,1,0.5037625341439774,0.05912415190765707,0.5747820072253063,0.05012800246717773
E-Marketing/Info,1,2.2687222222222223,0.10289855072463767,1.43393961352657,0.044716376811594204
Food-Canned,1,0.23624850965101665,0.018013082847291594,0.42072954596719625,0.035743966100602584
REITS-Diversified,8,9.263735940161576,0.44342997213706936,13.018437477718818,0.660213271199035
REITS-Office Property,3,8.161970195155893,0.16454248366013072,13.67422123938835,0.8295726433491416
REITS-Apartments,2,15.446920634920636,0,16.96856565656566,0.7021588211620875
REITS-Shopping Centers,3,7.326596506784246,0.21656295122429317,13.174669725265604,0.5896520806894565
Commodity-Alter Inv,1,7,7,7,7
REITS-Warehouse/Industr,2,11.465268599122812,0.695950693924274,14.910743345052737,0.6024641162045815
Motorcycle/Motor Scooter,2,0.9331947976582325,0.042411232344713626,1.314494920799657,0.04234904483778295
Garden Products,1,0.7063708409745874,0.06268011527377522,0.8494151165837043,0.06758842022530782
Medical-Outptnt/Home Med,2,0.8276699018512198,-0.28130677279714567,1.4492233253516345,-0.10279515586825964
Extended Serv Contracts,1,2.0110884817383634,0.12219861283726897,2.385943150382873,0.03918909513691216
Diamonds/Precious Stones,4,20,0.14285714285714288,20,0.07975714285714287
Dental Supplies&Equip,1,7,7,7,7
Telecom Eq Fiber Optics,2,6.865029100924651,-0.654451726342711,6.29117630729884,-0.6080962276214834
Patient Monitoring Equip,1,3.3015343065693434,-0.051824817518248176,3.3431401459854015,-0.02000759124087591
Finance-Investment Fund,1,11.656025000000001,0.09166666666666667,9.468525000000001,0.07294833333333332
Superconductor Prod&Sys,1,20,-1,20,-1
Dialysis Centers,2,0.7875964457491824,0.038097790202896026,1.197358371942164,0.07391469458067323
Grand Total,3679,2.8172810222820495,0.040175482651290645,3.6437279496448753,0.04870924473536372
