Bloomberg Symbol,Primary Exchange,0.00me,Industry 0.00me,FCFF,FCFE,Market Capitalization,Firm Value,Enterprise Value,Cash & near Cash,Invested Capital,Total Debt,Book Equity,Revenues,Net Cap Ex,EBIT,EBITDA,EBIT (1-t),Chg in non-cash WC,Reinvestment,Tax Rate,Net Income,Standard deviation in stock prices,Beta,Geo growth in earnings per share,Cash/Firm Value,Payout Ratio,Reinvestment Rate,Net Margin,After-tax Margin,PE,PBV,PS,EV/EBITDA,EV/EBIT,Firm Value/BV,EV/Sales,ROE,ROIC,Market Debt to Capital,Market Debt to Equity,Book Debt to Equity,Interest Coverage Ratio,Geometric Growth-EPS Before XO,Volatility 90 Day Calc,Raw Beta,Current Market Cap,Operating Income (Losses),Effective Tax Rate,Capital Expenditures,Depreciation & Amortization,Cash Flow Net Income,Total Debt (ST & LT Debt),Interest Expense,Sales/Revenue/Turnover,Changes in Non-Cash Work Cap,Industry Subgroup,IBES Est Growth,Dividends Paid,Total Common Equity,Cash&Near Cash Items,Adj Beta
SWA GR Equity     ,Frankfurt,SEKTKELLEREI SCHLOSS WACHENH,Beverages-Wine/Spirits,10.976036,5.296629344690205,76.03201,188.38200999999998,183.92200999999997,4.46,141.11999999999998,112.35,33.23,297.71,-7.32,15.13,22.450000000000003,10.246036,6.59,-0.7300000000000004,0.32280000000000003,5.13,0.38567999999999997,0.991291727140784,0.0526,0.02367529680780028,0.38596491228070173,-0.07124706569447935,0.0172315340431964,0.03441616338047093,14.821054580896686,2.288053265121878,0.2553895065667932,8.192517149220487,12.156114342366157,1.2940102349223794,0.6177891572335493,0.1543785735780921,0.07260513038548755,0.5963945283310227,1.4776671036317466,3.3809810412278063,2.3064024390243905,5.26,38.568,0.683,76032010,15.13,32.28,,7.32,5.13,112.35,6.56,297.71,-6.59,Beverages-Wine/Spirits,,-1.98,33.23,4.46,0.991291727140784
SMN1 GR Equity     ,Frankfurt,SE0.00TOR ENTERTAINMENT AG,Broadcast Serv/Program,28.490000000000002,0.00,49.64,223.01,206.83999999999997,16.17,32.07000000000001,173.37,-125.13,55.39,-28.42,-8.07,20.35,-8.07,-8.14,-36.56,0,-17.43,0.45561999999999997,1.4963715529753265,0.00,0.07250795928433704,0.00,0.00,-1,-0.14569416862249504,0,0,0.8961906481314317,10.164127764127763,0,0,3.7342480592164646,0.00,-0.25163704396632364,0.7774090847944038,3.492546333601934,0.00,0.00,,45.562,1.031,49640000,-8.07,-23.51,,28.42,-150.26,173.37,9.36,55.39,8.14,Broadcast Serv/Program,,,-125.13,16.17,1.4963715529753265
SGL GR Equity     ,Xetra,SGL CARBON AG,Chemicals-Specialty,-17.891999999999996,5.227168027503225,522.28049,938.68049,873.9804899999999,64.7,633.3999999999999,416.4,281.7,926.2,-20.800000000000004,85.8,152.7,65.208,103.9,83.1,0.24,38.76,0.33777999999999997,1.6734397677793906,0.00,0.06892654176715658,0.00,1.2743835112256163,-0.08820988987259772,0.07040380047505938,0,1.8540308484203054,0.5638960159792701,5.7235133595284875,10.186252797202796,1.344621816358688,0.9436196177931331,0.13759318423855166,0.10294916324597413,0.443601421821391,0.7972727451488758,1.478168264110756,2.4655172413793105,,33.778,1.153,522280490,85.8,24,-46.1,66.9,-81.7,416.4,34.8,926.2,-103.9,Chemicals-Specialty,,0,281.7,64.7,1.6734397677793906
SHW GR Equity     ,Xetra,SHS INFORMATIONSSYSTEME AG,Computer Services,3.5999999999999996,-1.5439576369495165,29.0466,49.196600000000004,48.116600000000005,1.08,26.85,20.15,7.78,30.22,-4.14,-3.45,0.7699999999999996,-2.2494,-2.91,-7.05,0.348,-3.50776,0.75054,1.4571843251088534,0.00,0.021952736571226466,0.00,0.00,-0.18729318332230313,-0.07443414956982132,0,3.733496143958869,0.9611714096624753,62.48909090909095,0,1.7614249910490514,1.5922104566512245,-0.45086889460154245,-0.08377653631284916,0.4095811499168641,0.6937128614020228,2.5899742930591256,0.00,,75.054,1.004,29046600,-3.45,34.8,-0.08,4.22,-5.66,20.15,1.93,30.22,2.91,Computer Services,,,7.78,1.08,1.4571843251088534
SIE GR Equity     ,Xetra,SIEMENS AG-REG,Diversified Manufact Op,2305.8494,3476.23903451174,51165.96,62384.96,50194.96,12190,25884,11219,26855,75167,-580,2613,5957,2204.8494,479,-101,0.1562,3405,0.15355,1.632801161103048,0.1616,0.19539966043097567,0.2872246696035242,-0.045808117325382855,0.045299133928452646,0.02933267790386739,15.026713656387665,1.905267547942655,0.6806971144252132,8.426214537518884,19.209705319556065,1.6385186741608446,0.6677792116221214,0.12679203127909142,0.08518194251274919,0.17983501151559608,0.21926687195940425,0.41776205548315026,5.793791574279379,16.16,15.355,1.125,51165960000,2613,15.62,-2764,3344,3405,11219,451,75167,-479,Diversified Manufact Op,9.247,-978,26855,12190,1.632801161103048
SIS GR Equity     ,Xetra,SILICON SENSOR INTL AG,Electronic Compo-Misc,3.1932869999999998,2.7635732430143944,31.2399,33.2699,29.4899,3.78,8.03,2.03,9.78,13.84,-0.8,2.23,3.5,1.643287,-0.75,-1.55,0.2631,1.48,0.44171999999999995,1.200290275761974,0.00,0.11361621165077142,0,-0.9432314623069494,0.1069364161849711,0.1187346098265896,21.10804054054054,3.1942638036809816,2.2572182080924854,8.425685714285715,13.224170403587443,2.8170956816257413,2.1307731213872834,0.15132924335378323,0.20464346201743464,0.061016113664303165,0.06498100185980109,0.20756646216768915,11.736842105263158,,44.172,0.827,31239900,2.23,26.31,-0.47,1.27,1.48,2.03,0.19,13.84,0.75,Electronic Compo-Misc,,,9.78,3.78,1.200290275761974
SIM GR Equity     ,Frankfurt,SIMO0.00 AG,Chemicals-Plastics,10.5607,11.374845682219682,132,132.1,113.97999999999999,18.12,78.10999999999999,0.1,96.13,173.76,2.620000000000001,9.8,19.23,5.600700000000001,-7.58,-4.959999999999999,0.4285,6.42,0.2888,0.5515239477503628,-0.0083,0.13716881150643453,0.6059190031152648,-0.8856035852661271,0.0369475138121547,0.032232389502762436,20.560747663551403,1.3731405388536357,0.7596685082872928,5.927197087883514,11.630612244897957,1.3727527797983998,0.6559622467771639,0.06678456257151774,0.07170272692356935,0.0007570022710068131,0.0007575757575757576,0.0010402579839800272,98,-0.83,28.88,0.38,132000000,9.8,42.85,-12.05,9.43,6.42,0.1,0.1,173.76,7.58,Chemicals-Plastics,,-3.89,96.13,18.12,0.5515239477503628
SNG GR Equity     ,Xetra,SINGULUS TECHNOLOGIES,Machinery-General Indust,31.519616,33.20431234903381,346.0901,361.4701,284.3201,77.15,187.81000000000003,15.38,249.58,423.54,-2.6799999999999997,73.04,83.85000000000001,46.409616,17.57,14.89,0.36460000000000004,47.23,0.43784,1.5050798258345428,0.1427,0.21343397420699528,0,0.32083868136293137,0.11151248996552862,0.1095755206119847,7.327759898369681,1.3866900392659667,0.8171367521367521,3.390818127608825,3.8926629244249726,1.3642440368357487,0.6712945648581008,0.18923791970510456,0.2471093977956445,0.042548470814045204,0.044439294854143475,0.06162352752624409,25.099656357388316,14.27,43.784,1.037,346090100,73.04,36.46,-8.13,10.81,47.23,15.38,2.91,423.54,-17.57,Machinery-General Indust,5.333,0,249.58,77.15,1.5050798258345428
SZZ GR Equity     ,Xetra,SINNERSCHRADER AG,Web Hosting/Design,2.1,2.1753359999999997,15.35188,15.35188,14.02188,1.33,6.720000000000001,0,8.05,12.32,-0.48,-0.86,-0.22999999999999998,-0.784664,-2.48,-2.96,0.0876,-0.784664,0.62713,0.8374455732946299,0.00,0.08663434054982191,0.00,0.00,-0.04301948051948052,-0.06369025974025974,0,1.9070658385093164,1.2460941558441558,0,0,1.9070658385093164,1.1381396103896104,-0.09747378881987577,-0.11676547619047618,0,0,0,0.00,,62.713,0.577,15351880,-0.86,8.76,-0.15,0.63,-0.53,0,0,12.32,2.48,Web Hosting/Design,,,8.05,1.33,0.8374455732946299
XTP GR Equity     ,Frankfurt,SINO AG,Internet Brokers,0.6795620000000001,0.6795620000000001,18.67078,18.67078,18.67078,0,3.01,0,3.01,5.61,0,1.18,1.18,0.6795620000000001,0,0,0.4241,0.6795620000000001,0.33025,0.00,0.00,0,0.00,0,0,0.12113404634581107,0,6.202916943521595,3.3281247771836004,15.822694915254239,15.822694915254239,6.202916943521595,3.3281247771836004,0.2257681063122924,0.2257681063122924,0,0,0,0.00,,33.025,,18670780,1.18,42.41,,,,0,,5.61,,Internet Brokers,,,3.01,0,0.00
SIX2 GR Equity     ,Xetra,SIXT AG,Retail-Automobile,-503.95854,-154.3735204006045,322.5838,782.7038,768.5438,14.16,660.82,460.12,214.86,2280,383.61,72.1,325.02,39.12145999999999,159.47,543.08,0.45740000000000003,18.5,0.23429,0.8896952104499275,0.00,0.018091134858422817,0.6113513513513513,13.881895000851198,0.008114035087719297,0.017158535087719296,17.43696216216216,1.5013674020292282,0.14148412280701755,2.3646046397144795,10.659414701803053,1.1595955435716614,0.3370806140350877,0.08610257842315926,0.05920138615659331,0.5878596730972815,1.426358050218269,2.141487480219678,1.69169404035664,,23.429,0.613,322583800,72.1,45.74,-636.53,252.92,18.5,460.12,42.62,2280,-159.47,Retail-Automobile,8,-11.31,214.86,14.16,0.8896952104499275
NEP GR Equity     ,Frankfurt,SLOMAN NEPTUN SCHIFFAHRTS AG,Transport-Marine,12.954590000000001,6.129351827153908,37.1,98.84,91.17,7.67,67.31,61.74,13.24,67.37,-7.94,8.35,17.59,8.14459,3.13,-4.8100000000000005,0.0246,5.28,0.31406,0.5878084179970974,0.6115999999999999,0.07760016187778226,0.09848484848484848,-0.5905760756526726,0.07837316312898916,0.12089342437286626,7.026515151515151,2.802114803625378,0.550690218198011,5.183058555997726,10.918562874251498,1.318218191517738,1.3532729701647617,0.3987915407854985,0.12100118853067895,0.6246458923512748,1.6641509433962265,4.663141993957704,2.72875816993464,61.16,31.406,0.405,37100000,8.35,2.46,-1.3,9.24,5.28,61.74,3.06,67.37,-3.13,Transport-Marine,,-0.52,13.24,7.67,0.5878084179970974
SYT GR Equity     ,Frankfurt,SOFTING AG,Instruments-Controls,2.9499999999999997,2.8699999999999997,12.43,12.43,9.2,3.23,8.709999999999999,0,11.94,20.4,-2.83,-0.39,2.81,-0.39,-0.51,-3.34,0,-0.47000000000000003,0.38375,1.0972423802612483,0.00,0.2598551890587289,0.00,0.00,-0.02450980392156863,-0.01911764705882353,0,1.0410385259631492,0.6093137254901961,3.274021352313167,0,1.0410385259631492,0.45098039215686275,-0.039363484087102184,-0.04477611940298508,0,0,0,0.00,,38.375,0.756,12430000,-0.39,-40.45,-0.37,3.2,-0.5,0,0.08,20.4,0.51,Instruments-Controls,,,11.94,3.23,1.0972423802612483
FTM GR Equity     ,Frankfurt,SOFTM SOFTWARE UND BERATUNG,Computer Software,4.3066,2.9906254343293956,20.8164,31.126400000000004,26.836400000000005,4.29,24.490000000000002,10.31,18.47,87.5,-5.6000000000000005,0.19,6.220000000000001,0,0.94,-4.66,1,0,0.40590000000000004,0.567489114658926,0.00,0.1378251259381104,0.00,0.00,-0.006971428571428571,0,0,1.1270384407146725,0.2379017142857143,4.314533762057878,141.2442105263158,1.0815288394718556,0.30670171428571436,0,0,0.33123008121723035,0.49528256566937606,0.558202490525176,1.0555555555555556,,40.59,0.391,20816400,0.19,286,-0.43,6.03,-0.61,10.31,0.18,87.5,-0.94,Computer Software,,,18.47,4.29,0.567489114658926
SOW GR Equity     ,Xetra,SOFTWARE AG-BEARER,Enterprise Software/Serv,7.94824599999999,29.169914654962206,755.2891,760.0091,670.6091,89.4,238.68000000000004,4.72,323.36,411.37,-5.12,80.82,91.97,56.598245999999996,53.77,48.650000000000006,0.29969999999999997,77.12,0.28914,1.58200290275762,0.13140000000000002,0.11763017048085346,0,0.8595672735158614,0.18747113304324575,0.13758476797044022,9.7936864626556,2.335753030677882,1.8360334978243429,7.291607045775796,8.297563721851027,2.316535905876615,1.6301847485232273,0.23849579416130628,0.2371302413273001,0.006210451953798974,0.006249262699541142,0.014596734289955466,34.24576271186441,13.14,28.914,1.09,755289100,80.82,29.97,-6.03,11.15,77.12,4.72,2.36,411.37,-53.77,Enterprise Software/Serv,3.355,,323.36,89.4,1.58200290275762
SFX GR Equity     ,Xetra,SOLAR-FABRIK AG,Power Conv/Supply Equip,2.09,2.443132953168044,89.91,90.07,87.75999999999999,2.31,4.949999999999999,0.16,7.1,29.71,-1.05,-4.16,-2.85,-3.484832,-5.2,-6.25,0.1623,-3.669126,0.62259,0.7663280116110306,0.00,0.025646719218385704,0.00,0.00,-0.12622012790306295,-0.1172949175361831,0,12.663380281690142,3.026253786603837,0,0,12.40633608815427,2.9538875799394138,-0.516778309859155,-0.7040064646464648,0.0017763961363384036,0.0017795573351128907,0.022535211267605635,0.00,,62.259,0.528,89910000,-4.16,16.23,-0.26,1.31,-3.75,0.16,0.22,29.71,5.2,Power Conv/Supply Equip,,,7.1,2.31,0.7663280116110306
SWV GR Equity     ,Xetra,SOLARWORLD AG,Energy-Alter0.00te Sources,34.005972,26.435329678935005,728.98,796.04,769,27.04,164.51000000000002,67.06,124.49,199.93,15.839999999999996,33.39,49.85,21.195972,-28.65,-12.810000000000002,0.3652,18.11,0.62316,1.5486211901306242,0.00,0.03396814230440681,0.05742683600220873,-0.6043601114400416,0.09058170359625868,0.10601696593807833,40.25289895085589,5.855731384046912,3.6461761616565798,15.426278836509528,23.030847559149446,4.155781780214043,3.846346221177412,0.14547353201060326,0.12884306121208436,0.08424199788955329,0.09199154983675821,0.5386778054462206,6.678,,62.316,1.067,728980000,33.39,36.52,-32.3,16.46,18.11,67.06,5,199.93,28.65,Energy-Alter0.00te Sources,,-1.04,124.49,27.04,1.5486211901306242
SOO1 GR Equity     ,Xetra,SOLON AG FUER SOLARTECHNIK,Power Conv/Supply Equip,-0.79,-1.6,239.7943,247.5043,247.2243,0.28,7.449999999999999,7.71,0.02,104.2,0.6,-0.79,0.06999999999999995,-0.79,-0.6,0,0,-1.6,0.58285,0.683599419448476,0.00,0.0011312934765173779,0.00,0.00,-0.015163147792706335,-0.007581573896353167,0,20,2.3012888675623797,200,0,20,2.3725940499040306,-1,-0.10604026845637586,0.031150973942674937,0.03215255742108966,385.5,0.00,,58.285,0.471,239794300,-0.79,0,-1.46,0.86,-1.58,7.71,0.81,104.2,0.6,Power Conv/Supply Equip,,,0.02,0.28,0.683599419448476
EMH GR Equity     ,Xetra,SPORTWETTEN.DE AG,Internet Content-Entmnt,-4.8500000000000005,-4.550000000000001,26.08667,26.08667,25.89667,0.19,3.9099999999999997,0,4.1,33.1,1.84,-0.28,0.48,-0.28,2.73,4.57,0,0.02,1.08355,0.6763425253991293,0.00,0.007283413329489735,0,0.00,0.0006042296072507553,-0.008459214501510574,200,6.362602439024391,0.788116918429003,53.951395833333336,0,6.362602439024391,0.7823767371601208,0.004878048780487806,-0.07161125319693096,0,0,0,0.00,,108.355,0.466,26086670,-0.28,0,-2.6,0.76,0.02,0,0.05,33.1,-2.73,Internet Content-Entmnt,,,4.1,0.19,0.6763425253991293
SLB GR Equity     ,Munich,STAATL MINERALBRUNNEN AG,Beverages-Non-alcoholic,-1.15,-1.6588109999999998,28.26128,37.64128,36.481280000000005,1.16,22.06,9.38,13.84,12.4,0,-1.15,-1.15,-1.1422949999999998,0,0,0.0067,-1.6588109999999998,0.51674,0.7474600870827287,0.00,0.030817230444873285,0.00,0.00,0,-0.09212056451612902,0,2.042,2.2791354838709674,0,0,1.621071490094746,2.9420387096774197,-0.11985628612716762,-0.0517812783318223,0.24919450135595814,0.33190287205675045,0.6777456647398844,0.00,,51.674,0.515,28261280,-1.15,0.67,,,,9.38,0.52,12.4,,Beverages-Non-alcoholic,,,13.84,1.16,0.7474600870827287
SAZ GR Equity     ,Xetra,STADA ARZNEIMITTEL AG,Medical-Drugs,30.473232999999993,25.60294932222587,1288.854,1471.0240000000001,1395.2440000000001,75.78,745.29,182.17,638.9,813.52,-18.72,95.69,121.44,59.87323299999999,48.12,29.4,0.3743,48.48,0.29452,0.8534107402031931,0.1931,0.05151513503518637,0.38820132013201325,0.4910374557525565,0.05959288032254892,0.07359773945324023,26.585272277227727,2.017301612145876,1.5842929491592095,11.489163372859027,14.580875744591912,1.7915938957701538,1.7150703117317339,0.07588041947096572,0.0803354841739457,0.12383890405595012,0.14134261910193086,0.28513069337924557,7.540583136327817,19.31,29.452,0.588,1288854000,95.69,37.43,-7.03,25.75,48.48,182.17,12.69,813.52,-48.12,Medical-Drugs,10,-18.82,638.9,75.78,0.8534107402031931
DVD GR Equity     ,Frankfurt,STEAG HAMATECH AG,Machinery-General Indust,-11.342515,-10.195392647842302,52.5,60.53,59.63,0.9,92.94999999999999,8.03,85.82,135.61,-1.43,6.29,8.46,3.437485,16.21,14.780000000000001,0.4535,3.32,0.8928400000000001,1.7053701015965168,0.00,0.014868660168511481,0,4.2996551257678215,0.02448197035616842,0.025348315021016147,15.813253012048193,0.6117455138662317,0.3871395914755549,7.048463356973995,9.48012718600954,0.6449653702717102,0.4397168350416636,0.03868562106735027,0.03698208714362561,0.13266149017016354,0.15295238095238095,0.09356793288277791,12.83673469387755,,89.284,1.175,52500000,6.29,45.35,-0.74,2.17,3.32,8.03,0.49,135.61,-16.21,Machinery-General Indust,,,85.82,0.9,1.7053701015965168
STR GR Equity     ,Frankfurt,STOEHR & CO AG,Textile-Products,8.36,4.789633474304755,22.39976,41.72976,39.57976,2.15,75.88,19.33,58.7,124.08,-2.6599999999999997,-1.37,4.22,-1.37,-7.07,-9.73,0,-2.5300000000000002,0.38505,0.4934687953555879,0.00,0.051521983351929174,0.00,0.00,-0.0029013539651837525,-0.01104126370083817,0,0.38159727427597956,0.18052675693101225,9.379090047393365,0,0.534791234140715,0.3189858156028369,-0.043100511073253835,-0.018054823405376914,0.46321857590362364,0.8629556745250841,0.32930153321976147,0.00,,38.505,0.34,22399760,-1.37,-36.94,-2.93,5.59,-0.36,19.33,1.16,124.08,7.07,Textile-Products,,0,58.7,2.15,0.4934687953555879
STB GR Equity     ,Frankfurt,STRABAG AG,Building&Construct-Misc,-89.72000000000001,-45.38388873588544,203.515,378.835,203.635,175.2,260.52,175.32,260.4,1717.44,0.8999999999999986,-6.92,36.18,-5.772664000000001,81.9,82.80000000000001,0.16579999999999998,4.1,0.29120999999999997,0.8243831640058055,0.00,0.462470468673697,0,0.00,0.002387274082355133,-0.0033612027203279303,49.63780487804878,0.781547619047619,0.11849904509036704,5.628385848535102,0,0.8694459744790233,0.11856891652692378,0.01574500768049155,-0.022158237371411028,0.462787229268679,0.861459843254797,0.6732718894009216,0.00,,29.121,0.568,203515000,-6.92,16.58,-44,43.1,4.1,175.32,9.4,1717.44,-81.9,Building&Construct-Misc,,,260.4,175.2,0.8243831640058055
SBS GR Equity     ,Frankfurt,STRATEC BIOMEDICAL AG,Diagnostic Equipment,-0.867728,-0.20463808463251643,82.5,87.59,86.69,0.9,17.060000000000002,5.09,12.87,40.44,0.55,2.88,3.83,1.7622719999999998,2.08,2.63,0.3881,1.68,0.41891,1.335268505079826,0.3115,0.010275145564562164,0,1.4923916398830601,0.04154302670623145,0.043577448071216614,49.10714285714286,6.410256410256411,2.040059347181009,22.634464751958223,30.100694444444446,4.876948775055679,2.1436696340257173,0.13053613053613053,0.10329847596717466,0.05811165658180157,0.061696969696969695,0.3954933954933955,10.666666666666666,31.15,41.891,0.92,82500000,2.88,38.81,-1.5,0.95,1.68,5.09,0.27,40.44,-2.08,Diagnostic Equipment,,,12.87,0.9,1.335268505079826
BG1 GR Equity     ,Frankfurt,STUDIO BABELSBERG,Motion Pictures&Services,0,0.00,28.65,28.65,28.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0,0,0.00,0.00,,,,28650000,,,,,,,,,,Motion Pictures&Services,,,,,0.00
SUC GR Equity     ,Berlin,SUED-CHEMIE AG,Chemicals-Diversified,24.880060999999998,12.91824401368301,385.984,647.9839999999999,637.3839999999999,10.6,427.9,262,176.5,763.04,-6.200000000000003,43.29,91.39,25.580060999999997,6.9,0.6999999999999975,0.40909999999999996,13.2,0.21018,0.5297532656023223,-0.1,0.01635842860317539,0.5530303030303031,0.027365063750238814,0.01729922415600755,0.03352387948207171,29.241212121212122,2.1868781869688383,0.5058502830782134,6.974329795382426,14.72358512358512,1.477728620296465,0.8353218704130844,0.07478753541076487,0.059780465061930355,0.4043309711350898,0.6787846128336926,1.4844192634560907,2.6871508379888267,-10,21.018,0.365,385984000,43.29,40.91,-41.9,48.1,13.2,262,16.11,763.04,-6.9,Chemicals-Diversified,,-7.3,176.5,10.6,0.5297532656023223
SSH GR Equity     ,Frankfurt,SUEDWESTDEUTSCHE SALZWERKE A,Diversified Minerals,8.961974000000001,8.124576113861387,257.4337,345.8637,341.2837,4.58,157.02,88.43,73.17,237.08,-3.990000000000002,19.81,41.79,10.011974,5.04,1.049999999999998,0.4946,8.6,0.88416,0.4920174165457185,0.2865,0.013242210732146797,0.6139534883720931,0.104874423365462,0.03627467521511726,0.04223036105955796,29.934151162790698,3.5182957496241625,1.085851611270457,8.166635558746112,17.227849570923777,2.1402456683168314,1.4395296946178504,0.11753450867842011,0.06376241243153738,0.2556787543763627,0.34350592016507553,1.2085554188875223,4.382743362831858,28.65,88.416,0.339,257433700,19.81,49.46,-17.99,21.98,8.6,88.43,4.52,237.08,-5.04,Diversified Minerals,,-5.28,73.17,4.58,0.4920174165457185
SZU GR Equity     ,Xetra,SUEDZUCKER AG,Food-Misc/Diversified,204.24125999999998,154.1259593212322,2558.895,3964.395,3763.295,201.1,3181.5,1405.5,1977.1,4575,112.80000000000001,481.8,675.5,376.14126,59.1,171.9,0.2193,254.6,0.16699999999999998,0.8142235123367201,-0.0487,0.050726529520897894,0.3432835820895523,0.4570091566131299,0.055650273224043714,0.08221666885245901,10.050648075412411,1.2942668554954226,0.5593213114754099,5.571125092524056,7.81090701535907,1.1719963933069237,0.8225781420765027,0.1287744676546457,0.11822764733616219,0.3545307669896668,0.5492605206544231,0.7108896869151788,4.579847908745247,-4.87,16.7,0.561,2558895000,481.8,21.93,-306.5,193.7,254.6,1405.5,105.2,4575,-59.1,Food-Misc/Diversified,6,-87.4,1977.1,201.1,0.8142235123367201
SMH GR Equity     ,Xetra,SUESS MICROTEC,Semiconductor Equipment,5.020000000000001,2.7849714078681416,58.05085,84.26085,57.470850000000006,26.79,101.83000000000001,26.21,102.41,92.61,-5.0600000000000005,-13.62,-7.549999999999999,-11.043095999999998,-13.58,-18.64,0.1892,-12.056595999999999,0.41452,3.0362844702467346,0.00,0.31794125029595594,0.00,0.00,-0.15711046323291222,-0.11924301911240685,0,0.5668474758324382,0.6268313357088867,0,0,0.6551146788990826,0.6205685131195336,-0.11772869836929986,-0.10844639104389667,0.31105786376472583,0.4515007101532536,0.25593203788692515,0.00,,41.452,2.092,58050850,-13.62,18.92,-1.01,6.07,-14.55,26.21,1.25,92.61,13.58,Semiconductor Equipment,20,,102.41,26.79,3.0362844702467346
SWW GR Equity     ,Frankfurt,SUNWAYS AG,Electric Products-Misc,1.0346080000000006,1.1358867412682268,131.29419,144.92418999999998,131.81419,13.11,16.380000000000003,13.63,15.86,66.92,4.1899999999999995,3.12,4.970000000000001,1.8046080000000002,-3.42,0.7699999999999996,0.4216,1.55,0.79486,1.420899854862119,0.00,0.090461088656076,0,0.42668546299251664,0.02316198445905559,0.02696664674237896,84.70592903225806,8.278322194199243,1.9619574118350267,26.521969818913476,42.24813782051282,4.914350288233298,1.9697278840406454,0.09773013871374528,0.11017142857142857,0.0940491715013208,0.10381266680574366,0.8593947036569988,5.672727272727273,,79.486,0.979,131294190,3.12,42.16,-6.04,1.85,1.55,13.63,0.55,66.92,3.42,Electric Products-Misc,,,15.86,13.11,1.420899854862119
SUR GR Equity     ,Xetra,SURTECO AG,Miscellaneous Manufactur,49.35176800000001,25.89278435355092,327.8411,504.8511,502.38109999999995,2.47,283.09,177.01,108.55,380.43,-12.220000000000002,37.02,63.78,20.301768000000003,-16.83,-29.05,0.45159999999999995,14.85,0.35912999999999995,0.6110304789550073,0.0003,0.004892531679142623,0.46262626262626266,-1.4309098596733052,0.03903477643718949,0.05336531819257157,22.07684175084175,3.0201851681252876,0.8617645821833189,7.876781122608968,13.570532144786599,1.7679335341084184,1.3205612070551742,0.136803316444035,0.07171488925783322,0.3506182317915124,0.5399262020533728,1.6306771073238138,3.5872093023255816,0.03,35.913,0.421,327841100,37.02,45.16,-14.54,26.76,14.85,177.01,10.32,380.43,16.83,Miscellaneous Manufactur,,-6.87,108.55,2.47,0.6110304789550073
SYS GR Equity     ,Xetra,SYSKOPLAN AG,Enterprise Software/Serv,-0.7499999999999996,-0.4486679999999995,25.83,28.659999999999997,2.3699999999999974,26.29,2.009999999999998,2.83,25.47,40.14,2.0999999999999996,-1.46,0.45999999999999996,-0.980244,-2.81,-0.7100000000000004,0.3286,-1.0876679999999999,0.30109,0.6153846153846154,0.00,0.9173063503140266,0.00,0.00,-0.039860488290981565,-0.024420627802690584,0,1.0141342756183744,0.6434977578475336,5.152173913043473,0,1.012720848056537,0.05904334828101638,-0.04270388692579505,-0.4876835820895527,0.09874389392882067,0.10956252419667055,0.11111111111111112,0.00,,30.109,0.424,25830000,-1.46,32.86,-4.02,1.92,-1.6,2.83,0.16,40.14,2.81,Enterprise Software/Serv,,-1.09,25.47,26.29,0.6153846153846154
SYZ GR Equity     ,Frankfurt,SYZYGY AG,E-Services/Consulting,2.977354,5.1899999999999995,58.73379,58.73379,57.34379,1.39,50.26,0,51.65,15.65,-0.039999999999999925,1.09,1.67,0.6873540000000001,-2.25,-2.29,0.36939999999999995,2.9,0.39914,1.0972423802612483,0.00,0.02366610429873502,0,-3.3316166051263245,0.1853035143769968,0.043920383386581476,20.25303103448276,1.1371498547918684,3.7529578274760382,34.33759880239521,52.60898165137614,1.1371498547918684,3.664139936102236,0.05614714424007745,0.01367596498209312,0,0,0,54.5,,39.914,0.756,58733790,1.09,36.94,-0.54,0.58,2.9,0,0.02,15.65,2.25,E-Services/Consulting,,,51.65,1.39,1.0972423802612483
TOI GR Equity     ,Xetra,T-ONLINE INTER0.00TIO0.00L AG,Web Portals/ISP,246.72392000000005,318.29999999999995,9950.23,9950.23,9678.63,271.6,5508.5,0,5780.1,2011.8,-25.900000000000006,365.3,462.5,228.82392000000004,8,-17.900000000000006,0.3736,300.4,0.18899999999999997,1.4891146589259798,0.00,0.02729585145267999,0,-0.07822608755238526,0.14931901779500945,0.11374088875633763,33.1232689747004,1.7214632964827596,4.945933989462173,20.926767567567566,26.495017793594304,1.7214632964827596,4.810930509991053,0.05197141917959896,0.041540150676227655,0,0,0,260.92857142857144,,18.9,1.026,9950230000,365.3,37.36,-71.3,97.2,300.4,0,1.4,2011.8,-8,Web Portals/ISP,20,,5780.1,271.6,1.4891146589259798
TWN GR Equity     ,Xetra,TA TRIUMPH-ADLER AG,Office Automation&Equip,26.479999999999997,-9.708068821581042,74.89424,228.31423999999998,218.22423999999998,10.09,193.7,153.42,50.37,385.8,-10.21,-10.32,23.04,-7.982520000000001,-26.59,-36.8,0.22649999999999998,-18.803785000000005,0.42642,0.6661828737300436,0.00,0.04419347649975753,0.00,0.00,-0.06653706583722135,-0.020690824261275276,0,1.4868818741314274,0.19412711249351994,9.471538194444443,0,1.120340742921635,0.5656408501814411,-0.37331318244987105,-0.04121073825503357,0.6719685990676709,2.048488642117204,3.0458606313281713,0.00,,42.642,0.459,74894240,-10.32,22.65,-23.15,33.36,-25.67,153.42,13.99,385.8,26.59,Office Automation&Equip,,0,50.37,10.09,0.6661828737300436
